municipality_code,municipality_name,comarca_code,comarca_name,reference_period,rfdb_total_eur,rfdb_eur_per_capita,rfdb_index_catalonia_100,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
082704,Sitges,17,Garraf,2023,801587000,24823,119.4,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082711,Sobremunt,43,Lluçanès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082726,Sora,24,Osona,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082732,Subirats,03,Alt Penedès,2023,65381000,20000,96.2,51.1261,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,51.1261,51.1261,100,,official,default,true
082747,Súria,07,Bages,2023,123244000,20368,98,55.1136,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,55.1136,55.1136,100,,official,default,true
082750,Tavèrnoles,24,Osona,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082763,Tagamanent,41,Vallès Oriental,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082779,Talamanca,07,Bages,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082785,Taradell,24,Osona,2023,154254000,22654,109,79.8837,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,79.8837,79.8837,100,,official,default,true
082798,Terrassa,40,Vallès Occidental,2023,4511829000,19895,95.7,49.9884,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,49.9884,49.9884,100,,official,default,true
082802,Tavertet,24,Osona,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082819,Teià,21,Maresme,2023,189558000,28108,135.2,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082824,Tiana,21,Maresme,2023,261072000,28136,135.3,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082830,Tona,24,Osona,2023,180586000,21326,102.6,65.4941,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,65.4941,65.4941,100,,official,default,true
082845,Tordera,21,Maresme,2023,307345000,16526,79.5,13.4833,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,13.4833,13.4833,100,,official,default,true
082858,Torelló,24,Osona,2023,304508000,20276,97.5,54.1167,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,54.1167,54.1167,100,,official,default,true
082861,la Torre de Claramunt,06,Anoia,2023,71917000,17670,85,25.8792,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,25.8792,25.8792,100,,official,default,true
082877,Torrelavit,03,Alt Penedès,2023,33224000,22032,106,73.144,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,73.144,73.144,100,,official,default,true
082883,Torrelles de Foix,03,Alt Penedès,2023,38550000,14613,70.3,0,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,0,0,100,,official,default,true
082896,Torrelles de Llobregat,11,Baix Llobregat,2023,136253000,22037,106,73.1982,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,73.1982,73.1982,100,,official,default,true
082900,Ullastrell,40,Vallès Occidental,2023,45509000,20982,100.9,61.7666,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.7666,61.7666,100,,official,default,true
082917,Vacarisses,40,Vallès Occidental,2023,141775000,18898,90.9,39.1853,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,39.1853,39.1853,100,,official,default,true
082922,Vallbona d'Anoia,06,Anoia,2023,26301000,18561,89.3,35.5337,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,35.5337,35.5337,100,,official,default,true
082938,Vallcebre,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082943,Vallgorguina,41,Vallès Oriental,2023,62753000,19574,94.2,46.5101,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,46.5101,46.5101,100,,official,default,true
082956,Vallirana,11,Baix Llobregat,2023,329047000,20730,99.7,59.0361,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,59.0361,59.0361,100,,official,default,true
082969,Vallromanes,41,Vallès Oriental,2023,74028000,27166,130.7,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082975,Veciana,06,Anoia,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082981,Vic,24,Osona,2023,951639000,19508,93.8,45.795,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,45.795,45.795,100,,official,default,true
082994,Vilada,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
083008,Viladecavalls,40,Vallès Occidental,2023,169540000,21767,104.7,70.2726,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,70.2726,70.2726,100,,official,default,true
083015,Viladecans,11,Baix Llobregat,2023,1339050000,20017,96.3,51.3103,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,51.3103,51.3103,100,,official,default,true
083020,Vilanova del Camí,06,Anoia,2023,215618000,16848,81,16.9723,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,16.9723,16.9723,100,,official,default,true
083036,Vilanova de Sau,24,Osona,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
083041,Vilobí del Penedès,03,Alt Penedès,2023,21538000,18567,89.3,35.5987,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,35.5987,35.5987,100,,official,default,true
083054,Vilafranca del Penedès,03,Alt Penedès,2023,812180000,19777,95.1,48.7098,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,48.7098,48.7098,100,,official,default,true
083067,Vilalba Sasserra,41,Vallès Oriental,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
083073,Vilanova i la Geltrú,17,Garraf,2023,1433346000,20613,99.2,57.7683,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,57.7683,57.7683,100,,official,default,true
083089,Viver i Serrateix,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
089019,Rupit i Pruit,24,Osona,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
089024,Vilanova del Vallès,41,Vallès Oriental,2023,141661000,25180,121.1,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
089030,Sant Julià de Cerdanyola,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
089045,Badia del Vallès,40,Vallès Occidental,2023,208206000,15913,76.5,6.841,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,6.841,6.841,100,,official,default,true
089058,la Palma de Cervelló,11,Baix Llobregat,2023,68867000,22646,108.9,79.797,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,79.797,79.797,100,,official,default,true
170010,Agullana,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170025,Aiguaviva,20,Gironès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170031,Albanyà,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170046,Albons,10,Baix Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170059,el Far d'Empordà,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170062,Alp,15,Cerdanya,2023,32763000,19004,91.4,40.3338,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,40.3338,40.3338,100,,official,default,true
170078,Amer,34,Selva,2023,52095000,21581,103.8,68.2572,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,68.2572,68.2572,100,,official,default,true
170084,Anglès,34,Selva,2023,103523000,17627,84.8,25.4132,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,25.4132,25.4132,100,,official,default,true
170097,Arbúcies,34,Selva,2023,110753000,16927,81.4,17.8283,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,17.8283,17.8283,100,,official,default,true
170101,Argelaguer,19,Garrotxa,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170118,l'Armentera,02,Alt Empordà,2023,18652000,17481,84.1,23.8312,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,23.8312,23.8312,100,,official,default,true
170123,Avinyonet de Puigventós,02,Alt Empordà,2023,33146000,19601,94.3,46.8027,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,46.8027,46.8027,100,,official,default,true
170139,Begur,10,Baix Empordà,2023,94116000,22271,107.1,75.7337,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,75.7337,75.7337,100,,official,default,true
170144,la Vajol,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170157,Banyoles,28,Pla de l'Estany,2023,426446000,20697,99.6,58.6785,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.6785,58.6785,100,,official,default,true
170160,Bàscara,02,Alt Empordà,2023,19185000,18324,88.1,32.9656,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,32.9656,32.9656,100,,official,default,true
170182,Bellcaire d'Empordà,10,Baix Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170195,Besalú,19,Garrotxa,2023,49123000,19287,92.8,43.4003,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,43.4003,43.4003,100,,official,default,true
170209,Bescanó,20,Gironès,2023,101901000,19794,95.2,48.894,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,48.894,48.894,100,,official,default,true
170216,Beuda,19,Garrotxa,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170221,la Bisbal d'Empordà,10,Baix Empordà,2023,191339000,16638,80,14.6968,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,14.6968,14.6968,100,,official,default,true
170237,Blanes,34,Selva,2023,698495000,16740,80.5,15.8021,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,15.8021,15.8021,100,,official,default,true
170242,Bolvir,15,Cerdanya,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170255,Bordils,20,Gironès,2023,36676000,20501,98.6,56.5547,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,56.5547,56.5547,100,,official,default,true
170268,Borrassà,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170274,Breda,34,Selva,2023,72171000,18505,89,34.9269,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,34.9269,34.9269,100,,official,default,true
170280,Brunyola i Sant Martí Sapresa,34,Selva,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170293,Boadella i les Escaules,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170307,Cabanes,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170314,Cabanelles,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170329,Cadaqués,02,Alt Empordà,2023,44498000,15318,73.7,0.3939,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,0.3939,0.3939,100,,official,default,true
170335,Caldes de Malavella,34,Selva,2023,165456000,19671,94.6,47.5612,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,47.5612,47.5612,100,,official,default,true
170340,Calonge i Sant Antoni,10,Baix Empordà,2023,207029000,17110,82.3,19.8112,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,19.8112,19.8112,100,,official,default,true
170353,Camós,28,Pla de l'Estany,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170366,Campdevànol,31,Ripollès,2023,68531000,21217,102.1,64.313,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.313,64.313,100,,official,default,true
170372,Campelles,31,Ripollès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170388,Campllong,20,Gironès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170391,Camprodon,31,Ripollès,2023,48357000,19397,93.3,44.5922,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,44.5922,44.5922,100,,official,default,true
170405,Canet d'Adri,20,Gironès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170412,Cantallops,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170427,Capmany,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170433,Queralbs,31,Ripollès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170448,Cassà de la Selva,20,Gironès,2023,203217000,18666,89.8,36.6714,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,36.6714,36.6714,100,,official,default,true
170464,Castellfollit de la Roca,19,Garrotxa,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170470,Castelló d'Empúries,02,Alt Empordà,2023,168934000,14136,68,0,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,0,0,100,,official,default,true
170486,"Castell d'Aro, Platja d'Aro i s'Agaró",10,Baix Empordà,2023,193158000,15274,73.5,0,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,0,0,100,,official,default,true
170499,Celrà,20,Gironès,2023,100433000,18244,87.8,32.0988,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,32.0988,32.0988,100,,official,default,true
170502,Cervià de Ter,20,Gironès,2023,22385000,22385,107.7,76.969,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,76.969,76.969,100,,official,default,true
170519,Cistella,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170524,Siurana,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170545,Colera,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170558,Colomers,10,Baix Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170561,Cornellà del Terri,28,Pla de l'Estany,2023,47435000,19756,95,48.4822,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,48.4822,48.4822,100,,official,default,true
170577,Corçà,10,Baix Empordà,2023,27414000,21301,102.5,65.2232,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,65.2232,65.2232,100,,official,default,true
170583,Crespià,28,Pla de l'Estany,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170600,Darnius,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170617,Das,15,Cerdanya,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170622,l'Escala,02,Alt Empordà,2023,173539000,16283,78.3,10.8502,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,10.8502,10.8502,100,,official,default,true
170638,Espinelves,24,Osona,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170643,Espolla,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170656,Esponellà,28,Pla de l'Estany,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170669,Figueres,02,Alt Empordà,2023,751541000,15572,74.9,3.1461,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,3.1461,3.1461,100,,official,default,true
170675,Flaçà,20,Gironès,2023,21676000,18898,90.9,39.1853,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,39.1853,39.1853,100,,official,default,true
170681,Foixà,10,Baix Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170694,Fontanals de Cerdanya,15,Cerdanya,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170708,Fontanilles,10,Baix Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170715,Fontcoberta,28,Pla de l'Estany,2023,31339000,21275,102.3,64.9415,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.9415,64.9415,100,,official,default,true
170736,Fornells de la Selva,20,Gironès,2023,76741000,27805,133.7,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
170741,Fortià,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170754,Garrigàs,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170767,Garrigoles,10,Baix Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170773,Garriguella,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170789,Ger,15,Cerdanya,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170792,Girona,20,Gironès,2023,2169025000,20608,99.1,57.7141,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,57.7141,57.7141,100,,official,default,true
170806,Gombrèn,31,Ripollès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170813,Gualta,10,Baix Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170828,Guils de Cerdanya,15,Cerdanya,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170834,Hostalric,34,Selva,2023,81314000,18368,88.4,33.4424,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,33.4424,33.4424,100,,official,default,true
170849,Isòvol,15,Cerdanya,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170852,Jafre,10,Baix Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170865,la Jonquera,02,Alt Empordà,2023,50343000,15005,72.2,0,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,0,0,100,,official,default,true
170871,Juià,20,Gironès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170887,Lladó,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170890,Llagostera,20,Gironès,2023,159490000,17065,82.1,19.3236,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,19.3236,19.3236,100,,official,default,true
170904,Llambilles,20,Gironès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170911,Llanars,31,Ripollès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170926,Llançà,02,Alt Empordà,2023,89272000,17869,86,28.0355,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,28.0355,28.0355,100,,official,default,true
170932,Llers,02,Alt Empordà,2023,24731000,19675,94.6,47.6045,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,47.6045,47.6045,100,,official,default,true
170947,Llívia,15,Cerdanya,2023,25922000,16920,81.4,17.7525,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,17.7525,17.7525,100,,official,default,true
170950,Lloret de Mar,34,Selva,2023,583415000,14009,67.4,0,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,0,0,100,,official,default,true
170963,les Llosses,31,Ripollès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170979,Madremanya,20,Gironès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170985,Maià de Montcal,19,Garrotxa,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170998,Meranges,15,Cerdanya,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
171002,Masarac i Vilarnadal,02,Alt Empordà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
