municipality_code,municipality_name,comarca_code,comarca_name,reference_period,area_km2,natural_area_pct,forest_area_pct,protected_area_pct,elevation_mean,elevation_p05,elevation_p95,elevation_range_p90,mean_slope_deg,terrain_ruggedness,water_wetland_pct,touches_coast,landscape_units_count,landscape_diversity_entropy,official_viewpoints_count,viewpoints_per_100km2,natural_score,protected_score,relief_score,water_score,recognition_score,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
082628,Sant Vicenç de Castellet,07,Bages,2024-2026,17.2984,74.116887,41.511414,51.761008,312.238993,165.21709,500.866571,335.649481,14.879515,108.463594,1.266716,false,,,,,73.9134,62.7978,43.9469,25.4747,,56.3771,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,56.3771,56.3771,100,,official,landscape_core,true
082634,Sant Vicenç dels Horts,11,Baix Llobregat,2024-2026,9.2937,37.540264,21.137952,5.141775,66.894787,18.600556,172.459074,153.858518,8.305455,50.164396,2.378907,false,,,,,32.9441,6.2381,20.624,47.971,,25.4416,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,25.4416,25.4416,100,,official,landscape_core,true
082649,Sant Vicenç de Montalt,21,Maresme,2024-2026,7.9573,58.802085,44.035001,0.152604,169.823594,9.49183,387.033231,377.5414,11.470665,112.058988,0.990063,true,,,,,56.7594,0.1851,38.234,59.8789,,38.4524,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,38.4524,38.4524,100,,official,landscape_core,true
082652,Sant Vicenç de Torelló,24,Osona,2024-2026,6.5878,49.587966,22.311922,7.848216,584.717686,517.776013,712.578882,194.802869,10.43716,60.831216,1.261079,false,,,,,46.4387,9.5217,27.343,25.3607,,29.2738,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,29.2738,29.2738,100,,official,landscape_core,true
082665,Cerdanyola del Vallès,40,Vallès Occidental,2024-2026,30.8099,58.750305,45.818908,46.821705,142.667805,74.777306,252.790439,178.013133,9.19282,55.793812,1.184995,false,,,,,56.7014,56.8053,23.7542,23.8217,,43.5586,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,43.5586,43.5586,100,,official,landscape_core,true
082671,Sentmenat,40,Vallès Occidental,2024-2026,28.3913,61.368387,49.774886,0,290.56462,171.370161,586.293146,414.922984,11.474795,122.659958,1.384983,false,,,,,59.6339,0,39.9951,27.8669,,35.0507,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,35.0507,35.0507,100,,official,landscape_core,true
082687,Cercs,14,Berguedà,2024-2026,47.0173,90.68292,76.284283,21.217386,1003.030966,610.87699,1736.230835,1125.353845,23.405058,356.771622,5.583768,false,,,,,92.469,25.7415,99.2991,60,,72.6243,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,72.6243,72.6243,100,,official,landscape_core,true
082690,Seva,24,Osona,2024-2026,30.462,70.284176,58.441539,20.908066,697.047399,551.085205,1007.051544,455.966339,10.978203,137.327766,0.222779,false,,,,,69.6204,25.3662,40.8003,4.3591,,41.5626,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,41.5626,41.5626,100,,official,landscape_core,true
082704,Sitges,17,Garraf,2024-2026,43.9412,74.257873,26.80697,70.810779,162.737041,7.214575,396.758704,389.544128,15.578236,122.738048,0.097433,true,,,,,74.0714,85.9095,48.046,41.8238,,65.6874,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,65.6874,65.6874,100,,official,landscape_core,true
082711,Sobremunt,43,Lluçanès,2024-2026,13.8398,84.005046,74.8223,13.757245,790.947578,673.607849,912.950867,239.343018,17.876369,73.010533,0.15446,false,,,,,84.9891,16.6906,46.1821,2.9772,,45.9109,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,45.9109,45.9109,100,,official,landscape_core,true
