municipality_code,municipality_name,comarca_code,comarca_name,reference_period,origin_name,destination_lat,destination_lon,drive_minutes,road_distance_km,routing_engine,routing_profile,routing_date,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
080155,Badalona,13,Barcelonès,2026-08-21,"Plaça de Catalunya, Barcelona",41.452263,2.245877,18.301667,11.03,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
080168,Bagà,14,Berguedà,2026-08-21,"Plaça de Catalunya, Barcelona",42.252816,1.861926,94.787833,122.61,openrouteservice,driving-car,2026-08-21,72.6061,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,72.6061,72.6061,100,,official,default,true
080174,Balenyà,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",41.81369,2.235819,60.894333,54.22,openrouteservice,driving-car,2026-08-21,91.1698,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,91.1698,91.1698,100,,official,default,true
080180,Balsareny,07,Bages,2026-08-21,"Plaça de Catalunya, Barcelona",41.863115,1.876766,56.814667,72.89,openrouteservice,driving-car,2026-08-21,93.4363,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,93.4363,93.4363,100,,official,default,true
080193,Barcelona,13,Barcelonès,2026-08-21,"Plaça de Catalunya, Barcelona",41.382721,2.177033,4.617333,1.45,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
080207,Begues,11,Baix Llobregat,2026-08-21,"Plaça de Catalunya, Barcelona",41.332673,1.921745,45.043667,29.22,openrouteservice,driving-car,2026-08-21,99.9757,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,99.9757,99.9757,100,,official,default,true
080214,Bellprat,06,Anoia,2026-08-21,"Plaça de Catalunya, Barcelona",41.517152,1.433983,82.177833,85.51,openrouteservice,driving-car,2026-08-21,79.3456,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,79.3456,79.3456,100,,official,default,true
080229,Berga,14,Berguedà,2026-08-21,"Plaça de Catalunya, Barcelona",42.104365,1.846218,75.636333,102.73,openrouteservice,driving-car,2026-08-21,82.9798,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,82.9798,82.9798,100,,official,default,true
080235,Bigues i Riells del Fai,41,Vallès Oriental,2026-08-21,"Plaça de Catalunya, Barcelona",41.677289,2.221916,47.496333,41.62,openrouteservice,driving-car,2026-08-21,98.6131,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,98.6131,98.6131,100,,official,default,true
080240,Borredà,14,Berguedà,2026-08-21,"Plaça de Catalunya, Barcelona",42.135571,1.99414,89.828167,119.75,openrouteservice,driving-car,2026-08-21,75.0955,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,75.0955,75.0955,100,,official,default,true
080253,el Bruc,06,Anoia,2026-08-21,"Plaça de Catalunya, Barcelona",41.57762,1.784023,46.851167,46.09,openrouteservice,driving-car,2026-08-21,98.9716,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,98.9716,98.9716,100,,official,default,true
080266,el Brull,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",41.816877,2.305248,76.043333,67.39,openrouteservice,driving-car,2026-08-21,82.7537,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,82.7537,82.7537,100,,official,default,true
080272,les Cabanyes,03,Alt Penedès,2026-08-21,"Plaça de Catalunya, Barcelona",41.37148,1.689134,52.942833,56.07,openrouteservice,driving-car,2026-08-21,95.5873,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,95.5873,95.5873,100,,official,default,true
080288,Cabrera d'Anoia,06,Anoia,2026-08-21,"Plaça de Catalunya, Barcelona",41.477803,1.703906,59.376667,59.71,openrouteservice,driving-car,2026-08-21,92.013,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,92.013,92.013,100,,official,default,true
080291,Cabrera de Mar,21,Maresme,2026-08-21,"Plaça de Catalunya, Barcelona",41.525901,2.393297,30.673167,27.14,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
080305,Cabrils,21,Maresme,2026-08-21,"Plaça de Catalunya, Barcelona",41.5256,2.36845,32.3885,26.4,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
080312,Calaf,06,Anoia,2026-08-21,"Plaça de Catalunya, Barcelona",41.734019,1.510944,69.751667,89.95,openrouteservice,driving-car,2026-08-21,86.2491,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,86.2491,86.2491,100,,official,default,true
080327,Caldes d'Estrac,21,Maresme,2026-08-21,"Plaça de Catalunya, Barcelona",41.572498,2.527811,40.4465,40.96,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
080333,Caldes de Montbui,41,Vallès Oriental,2026-08-21,"Plaça de Catalunya, Barcelona",41.634459,2.16293,46.071833,35.42,openrouteservice,driving-car,2026-08-21,99.4045,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,99.4045,99.4045,100,,official,default,true
080348,Calders,42,Moianès,2026-08-21,"Plaça de Catalunya, Barcelona",41.789382,1.991878,59.584333,70.15,openrouteservice,driving-car,2026-08-21,91.8976,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,91.8976,91.8976,100,,official,default,true
080351,Calella,21,Maresme,2026-08-21,"Plaça de Catalunya, Barcelona",41.613379,2.657224,48.342333,55.42,openrouteservice,driving-car,2026-08-21,98.1431,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,98.1431,98.1431,100,,official,default,true
080364,Calonge de Segarra,06,Anoia,2026-08-21,"Plaça de Catalunya, Barcelona",41.764086,1.481977,76.832333,95.89,openrouteservice,driving-car,2026-08-21,82.3154,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,82.3154,82.3154,100,,official,default,true
080370,Calldetenes,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",41.92469,2.28454,77.174333,69.91,openrouteservice,driving-car,2026-08-21,82.1254,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,82.1254,82.1254,100,,official,default,true
080386,Callús,07,Bages,2026-08-21,"Plaça de Catalunya, Barcelona",41.781278,1.784135,58.432,67.52,openrouteservice,driving-car,2026-08-21,92.5378,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,92.5378,92.5378,100,,official,default,true
080399,Campins,41,Vallès Oriental,2026-08-21,"Plaça de Catalunya, Barcelona",41.724644,2.463431,56.951,54.88,openrouteservice,driving-car,2026-08-21,93.3606,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,93.3606,93.3606,100,,official,default,true
080403,Canet de Mar,21,Maresme,2026-08-21,"Plaça de Catalunya, Barcelona",41.589325,2.582697,45.251667,45.9,openrouteservice,driving-car,2026-08-21,99.8602,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,99.8602,99.8602,100,,official,default,true
080410,Canovelles,41,Vallès Oriental,2026-08-21,"Plaça de Catalunya, Barcelona",41.621839,2.277179,37.946833,30.8,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
080425,Cànoves i Samalús,41,Vallès Oriental,2026-08-21,"Plaça de Catalunya, Barcelona",41.69354,2.35439,51.423667,43.71,openrouteservice,driving-car,2026-08-21,96.4313,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,96.4313,96.4313,100,,official,default,true
080431,Canyelles,17,Garraf,2026-08-21,"Plaça de Catalunya, Barcelona",41.286159,1.722171,50.919167,49.93,openrouteservice,driving-car,2026-08-21,96.7116,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,96.7116,96.7116,100,,official,default,true
080446,Capellades,06,Anoia,2026-08-21,"Plaça de Catalunya, Barcelona",41.531162,1.686052,63.111167,64.91,openrouteservice,driving-car,2026-08-21,89.9382,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,89.9382,89.9382,100,,official,default,true
080459,Capolat,14,Berguedà,2026-08-21,"Plaça de Catalunya, Barcelona",42.077972,1.753092,97.88,117.35,openrouteservice,driving-car,2026-08-21,71.06,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,71.06,71.06,100,,official,default,true
080462,Cardedeu,41,Vallès Oriental,2026-08-21,"Plaça de Catalunya, Barcelona",41.638528,2.355953,42.896667,37.5,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
080478,Cardona,07,Bages,2026-08-21,"Plaça de Catalunya, Barcelona",41.913297,1.681131,81.824833,90.37,openrouteservice,driving-car,2026-08-21,79.5418,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,79.5418,79.5418,100,,official,default,true
080484,Carme,06,Anoia,2026-08-21,"Plaça de Catalunya, Barcelona",41.532178,1.620115,68.148,68.24,openrouteservice,driving-car,2026-08-21,87.14,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,87.14,87.14,100,,official,default,true
080497,Casserres,14,Berguedà,2026-08-21,"Plaça de Catalunya, Barcelona",42.013712,1.841712,73.878333,97.16,openrouteservice,driving-car,2026-08-21,83.9565,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,83.9565,83.9565,100,,official,default,true
080500,Castellar del Riu,14,Berguedà,2026-08-21,"Plaça de Catalunya, Barcelona",42.131042,1.708496,103.029667,122.61,openrouteservice,driving-car,2026-08-21,68.4852,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,68.4852,68.4852,100,,official,default,true
080517,Castellar del Vallès,40,Vallès Occidental,2026-08-21,"Plaça de Catalunya, Barcelona",41.617268,2.08723,46.7345,39.68,openrouteservice,driving-car,2026-08-21,99.0364,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,99.0364,99.0364,100,,official,default,true
080522,Castellar de n'Hug,14,Berguedà,2026-08-21,"Plaça de Catalunya, Barcelona",42.282879,2.017189,114.295167,138.86,openrouteservice,driving-car,2026-08-21,62.8524,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,62.8524,62.8524,100,,official,default,true
080538,Castellbell i el Vilar,07,Bages,2026-08-21,"Plaça de Catalunya, Barcelona",41.629992,1.863881,42.734833,45.21,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
080543,Castellbisbal,40,Vallès Occidental,2026-08-21,"Plaça de Catalunya, Barcelona",41.474905,1.980556,38.757333,28.66,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
080556,Castellcir,42,Moianès,2026-08-21,"Plaça de Catalunya, Barcelona",41.760439,2.149716,67.705833,53.39,openrouteservice,driving-car,2026-08-21,87.3856,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,87.3856,87.3856,100,,official,default,true
080569,Castelldefels,11,Baix Llobregat,2026-08-21,"Plaça de Catalunya, Barcelona",41.280472,1.97701,34.089167,22.02,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
080575,Castell de l'Areny,14,Berguedà,2026-08-21,"Plaça de Catalunya, Barcelona",42.173187,1.945379,94.537833,118.19,openrouteservice,driving-car,2026-08-21,72.7311,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,72.7311,72.7311,100,,official,default,true
080581,Castellet i la Gornal,03,Alt Penedès,2026-08-21,"Plaça de Catalunya, Barcelona",41.254293,1.590921,61.254333,67.26,openrouteservice,driving-car,2026-08-21,90.9698,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,90.9698,90.9698,100,,official,default,true
080594,Castellfollit del Boix,07,Bages,2026-08-21,"Plaça de Catalunya, Barcelona",41.666758,1.683675,67.524833,69.97,openrouteservice,driving-car,2026-08-21,87.4862,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,87.4862,87.4862,100,,official,default,true
080608,Castellfollit de Riubregós,06,Anoia,2026-08-21,"Plaça de Catalunya, Barcelona",41.776174,1.438228,76.434167,98.53,openrouteservice,driving-car,2026-08-21,82.5366,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,82.5366,82.5366,100,,official,default,true
080615,Castellgalí,07,Bages,2026-08-21,"Plaça de Catalunya, Barcelona",41.676422,1.83972,50.768333,51.42,openrouteservice,driving-car,2026-08-21,96.7954,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,96.7954,96.7954,100,,official,default,true
080620,Castellnou de Bages,07,Bages,2026-08-21,"Plaça de Catalunya, Barcelona",41.834282,1.837371,71.706167,72.3,openrouteservice,driving-car,2026-08-21,85.1632,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,85.1632,85.1632,100,,official,default,true
080636,Castellolí,06,Anoia,2026-08-21,"Plaça de Catalunya, Barcelona",41.598356,1.700684,53.9445,54.36,openrouteservice,driving-car,2026-08-21,95.0308,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,95.0308,95.0308,100,,official,default,true
080641,Castellterçol,42,Moianès,2026-08-21,"Plaça de Catalunya, Barcelona",41.751483,2.120535,64.813667,51.05,openrouteservice,driving-car,2026-08-21,88.9924,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,88.9924,88.9924,100,,official,default,true
080654,Castellví de la Marca,03,Alt Penedès,2026-08-21,"Plaça de Catalunya, Barcelona",41.326792,1.619222,55.058,62.42,openrouteservice,driving-car,2026-08-21,94.4122,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,94.4122,94.4122,100,,official,default,true
080667,Castellví de Rosanes,11,Baix Llobregat,2026-08-21,"Plaça de Catalunya, Barcelona",41.448785,1.900291,45.949333,40.26,openrouteservice,driving-car,2026-08-21,99.4726,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,99.4726,99.4726,100,,official,default,true
080673,Centelles,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",41.797509,2.219071,63.803833,53.6,openrouteservice,driving-car,2026-08-21,89.5534,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,89.5534,89.5534,100,,official,default,true
080689,Cervelló,11,Baix Llobregat,2026-08-21,"Plaça de Catalunya, Barcelona",41.396107,1.959104,35.342,22.94,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
080692,Collbató,11,Baix Llobregat,2026-08-21,"Plaça de Catalunya, Barcelona",41.570287,1.828168,46.381833,42.5,openrouteservice,driving-car,2026-08-21,99.2323,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,99.2323,99.2323,100,,official,default,true
080706,Collsuspina,42,Moianès,2026-08-21,"Plaça de Catalunya, Barcelona",41.825605,2.175213,76.3475,67.53,openrouteservice,driving-car,2026-08-21,82.5847,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,82.5847,82.5847,100,,official,default,true
080713,Copons,06,Anoia,2026-08-21,"Plaça de Catalunya, Barcelona",41.637111,1.518708,66.5045,74.23,openrouteservice,driving-car,2026-08-21,88.0531,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,88.0531,88.0531,100,,official,default,true
080728,Corbera de Llobregat,11,Baix Llobregat,2026-08-21,"Plaça de Catalunya, Barcelona",41.417799,1.923042,42.8015,27.64,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
080734,Cornellà de Llobregat,11,Baix Llobregat,2026-08-21,"Plaça de Catalunya, Barcelona",41.355747,2.070535,25.391,13.16,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
080749,Cubelles,17,Garraf,2026-08-21,"Plaça de Catalunya, Barcelona",41.208313,1.672373,54.266833,51.39,openrouteservice,driving-car,2026-08-21,94.8518,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,94.8518,94.8518,100,,official,default,true
080752,Dosrius,21,Maresme,2026-08-21,"Plaça de Catalunya, Barcelona",41.594342,2.406756,44.282167,40.1,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
080765,Esparreguera,11,Baix Llobregat,2026-08-21,"Plaça de Catalunya, Barcelona",41.539014,1.870412,45.206333,38.43,openrouteservice,driving-car,2026-08-21,99.8854,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,99.8854,99.8854,100,,official,default,true
080771,Esplugues de Llobregat,11,Baix Llobregat,2026-08-21,"Plaça de Catalunya, Barcelona",41.377522,2.088005,19.366333,8.08,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
080787,l'Espunyola,14,Berguedà,2026-08-21,"Plaça de Catalunya, Barcelona",42.053127,1.769907,81.526,110.98,openrouteservice,driving-car,2026-08-21,79.7078,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,79.7078,79.7078,100,,official,default,true
080790,l'Estany,42,Moianès,2026-08-21,"Plaça de Catalunya, Barcelona",41.868979,2.112308,72.25,92.81,openrouteservice,driving-car,2026-08-21,84.8611,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,84.8611,84.8611,100,,official,default,true
080804,Fígols,14,Berguedà,2026-08-21,"Plaça de Catalunya, Barcelona",42.180897,1.836142,91.539833,117.72,openrouteservice,driving-car,2026-08-21,74.2301,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,74.2301,74.2301,100,,official,default,true
080811,Fogars de Montclús,41,Vallès Oriental,2026-08-21,"Plaça de Catalunya, Barcelona",41.72792,2.443173,57.167667,55.36,openrouteservice,driving-car,2026-08-21,93.2402,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,93.2402,93.2402,100,,official,default,true
080826,Fogars de la Selva,34,Selva,2026-08-21,"Plaça de Catalunya, Barcelona",41.735011,2.671644,56.728833,66.43,openrouteservice,driving-car,2026-08-21,93.484,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,93.484,93.484,100,,official,default,true
080832,Folgueroles,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",41.938686,2.318939,79.561833,80.77,openrouteservice,driving-car,2026-08-21,80.799,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,80.799,80.799,100,,official,default,true
080847,Fonollosa,07,Bages,2026-08-21,"Plaça de Catalunya, Barcelona",41.763393,1.668692,71.3135,80.98,openrouteservice,driving-car,2026-08-21,85.3814,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,85.3814,85.3814,100,,official,default,true
080850,Font-rubí,03,Alt Penedès,2026-08-21,"Plaça de Catalunya, Barcelona",41.414214,1.651765,61.302333,62.18,openrouteservice,driving-car,2026-08-21,90.9431,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,90.9431,90.9431,100,,official,default,true
080863,les Franqueses del Vallès,41,Vallès Oriental,2026-08-21,"Plaça de Catalunya, Barcelona",41.636278,2.297473,43.454833,34.06,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
080879,Gallifa,40,Vallès Occidental,2026-08-21,"Plaça de Catalunya, Barcelona",41.693235,2.115453,62.421833,48.6,openrouteservice,driving-car,2026-08-21,90.3212,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,90.3212,90.3212,100,,official,default,true
080885,la Garriga,41,Vallès Oriental,2026-08-21,"Plaça de Catalunya, Barcelona",41.685175,2.285701,43.663,37.97,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
080898,Gavà,11,Baix Llobregat,2026-08-21,"Plaça de Catalunya, Barcelona",41.303158,2.003336,31.0035,19.98,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
080902,Gaià,07,Bages,2026-08-21,"Plaça de Catalunya, Barcelona",41.916493,1.925645,66.194,83,openrouteservice,driving-car,2026-08-21,88.2256,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,88.2256,88.2256,100,,official,default,true
080919,Gelida,03,Alt Penedès,2026-08-21,"Plaça de Catalunya, Barcelona",41.440769,1.863724,39.4035,36.21,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
080924,Gironella,14,Berguedà,2026-08-21,"Plaça de Catalunya, Barcelona",42.033556,1.88283,71.566333,95.17,openrouteservice,driving-car,2026-08-21,85.2409,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,85.2409,85.2409,100,,official,default,true
080930,Gisclareny,14,Berguedà,2026-08-21,"Plaça de Catalunya, Barcelona",42.249921,1.786713,118.2155,134.23,openrouteservice,driving-car,2026-08-21,60.8922,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,60.8922,60.8922,100,,official,default,true
