municipality_code,municipality_name,comarca_code,comarca_name,province_code,province_name,territorial_area_code,territorial_area_name,capital_lat,capital_lon,area_km2,geometry_source_date
430496,Cornudella de Montsant,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.265646,0.905807,62.9168,
430509,Creixell,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.167743,1.440693,10.2932,
430516,Cunit,12,Baix Penedès,43,Tarragona,08,Penedès,41.198446,1.634466,9.8729,
430521,Xerta,09,Baix Ebre,43,Tarragona,05,Terres de l'Ebre,40.906435,0.490609,32.4206,
430537,Duesaigües,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.146113,0.9308,13.631,
430542,l'Espluga de Francolí,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.396639,1.104443,56.4147,
430555,Falset,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.14598,0.820118,31.9088,
430568,la Fatarella,37,Terra Alta,43,Tarragona,05,Terres de l'Ebre,41.162369,0.47325,56.6806,
430574,la Febró,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.277288,1.003976,16.0564,
430580,la Figuera,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.216173,0.731469,18.9172,
430593,Figuerola del Camp,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.371441,1.264965,22.454,
430607,Flix,30,Ribera d'Ebre,43,Tarragona,05,Terres de l'Ebre,41.231902,0.55017,116.6356,
430614,Forès,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.494461,1.238109,16.1481,
430629,Freginals,22,Montsià,43,Tarragona,05,Terres de l'Ebre,40.671727,0.520036,17.4474,
430635,la Galera,22,Montsià,43,Tarragona,05,Terres de l'Ebre,40.681639,0.463374,27.4057,
430640,Gandesa,37,Terra Alta,43,Tarragona,05,Terres de l'Ebre,41.052136,0.439214,71.3023,
430653,Garcia,30,Ribera d'Ebre,43,Tarragona,05,Terres de l'Ebre,41.136986,0.650125,52.2487,
430666,els Garidells,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.207366,1.246729,3.0076,
430672,Ginestar,30,Ribera d'Ebre,43,Tarragona,05,Terres de l'Ebre,41.041843,0.634356,15.6136,
430688,Godall,22,Montsià,43,Tarragona,05,Terres de l'Ebre,40.65507,0.469734,33.9612,
430691,Gratallops,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.193333,0.776798,13.494,
430705,els Guiamets,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.101987,0.752004,11.8907,
430712,Horta de Sant Joan,37,Terra Alta,43,Tarragona,05,Terres de l'Ebre,40.953905,0.3168,119.2277,
430727,el Lloar,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.185932,0.75091,6.6665,
430733,Llorac,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.556561,1.307519,23.1376,
430748,Llorenç del Penedès,12,Baix Penedès,43,Tarragona,08,Penedès,41.282918,1.553135,4.678,
430751,Margalef,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.284419,0.753992,34.7588,
430764,Marçà,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.126096,0.800249,16.1211,
430770,Mas de Barberans,22,Montsià,43,Tarragona,05,Terres de l'Ebre,40.734689,0.373914,78.881,
430786,Masdenverge,22,Montsià,43,Tarragona,05,Terres de l'Ebre,40.715805,0.531035,14.6909,
430799,Masllorenç,12,Baix Penedès,43,Tarragona,08,Penedès,41.269276,1.414428,6.5262,
430803,la Masó,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.234886,1.222803,3.4612,
430810,Maspujols,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.181793,1.045809,3.5978,
430825,el Masroig,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.126544,0.731473,15.535,
430831,el Milà,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.247907,1.20663,4.1648,
430846,Miravet,30,Ribera d'Ebre,43,Tarragona,05,Terres de l'Ebre,41.03792,0.597571,32.5942,
430859,el Molar,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.16493,0.705852,22.7488,
430862,Montblanc,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.376562,1.161499,91.0786,
430884,Montbrió del Camp,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.120724,1.003519,10.5288,
430897,Montferri,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.265659,1.36578,19.1549,
430901,el Montmell,12,Baix Penedès,43,Tarragona,08,Penedès,41.314821,1.452485,72.6569,
430918,Mont-ral,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.286833,1.096937,34.4977,
430923,Mont-roig del Camp,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.088251,0.95777,63.2701,
430939,Móra d'Ebre,30,Ribera d'Ebre,43,Tarragona,05,Terres de l'Ebre,41.092511,0.641124,45.3646,
430944,Móra la Nova,30,Ribera d'Ebre,43,Tarragona,05,Terres de l'Ebre,41.099944,0.650853,15.6437,
430957,el Morell,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.192192,1.208876,5.9719,
430960,la Morera de Montsant,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.264958,0.841819,53.3314,
430976,la Nou de Gaià,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.182986,1.37376,4.2977,
430982,Nulles,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.249312,1.2952,10.6474,
430995,la Palma d'Ebre,30,Ribera d'Ebre,43,Tarragona,05,Terres de l'Ebre,41.282872,0.666168,38.0766,
431009,els Pallaresos,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.17517,1.269528,5.023,
431016,Passanant i Belltall,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.531716,1.196982,27.7667,
431021,Paüls,09,Baix Ebre,43,Tarragona,05,Terres de l'Ebre,40.92244,0.400362,43.7727,
431037,Perafort,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.191073,1.25532,9.7226,
431042,el Perelló,09,Baix Ebre,43,Tarragona,05,Terres de l'Ebre,40.87548,0.712376,100.7045,
431055,les Piles de Gaià,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.503865,1.34195,22.5734,
431068,el Pinell de Brai,37,Terra Alta,43,Tarragona,05,Terres de l'Ebre,41.015469,0.514395,57.1677,
431074,Pira,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.423951,1.201947,8.5751,
431080,el Pla de Santa Maria,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.365625,1.288853,35.0835,
431093,la Pobla de Mafumet,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.187578,1.209706,6.0688,
431107,la Pobla de Massaluca,37,Terra Alta,43,Tarragona,05,Terres de l'Ebre,41.180258,0.353762,43.1513,
431114,la Pobla de Montornès,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.176764,1.414837,12.3183,
431129,Poboleda,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.23341,0.844885,13.7904,
431135,el Pont d'Armentera,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.383674,1.362805,21.6274,
431140,Porrera,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.188959,0.856047,28.6176,
431153,Pradell de la Teixeta,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.156962,0.875893,21.9855,
431166,Prades,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.309622,0.987925,32.6036,
431172,Prat de Comte,37,Terra Alta,43,Tarragona,05,Terres de l'Ebre,40.983775,0.405235,26.3518,
431188,Pratdip,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.050819,0.870945,35.7256,
431191,Puigpelat,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.279887,1.296915,9.5318,
431205,Querol,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.422933,1.397025,72.2628,
431212,Rasquera,30,Ribera d'Ebre,43,Tarragona,05,Terres de l'Ebre,41.001478,0.597487,51.028,
431227,Renau,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.224758,1.311193,8.3215,
431233,Reus,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.155105,1.108763,52.9031,
431248,la Riba,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.318251,1.178032,8.0449,
431251,Riba-roja d'Ebre,30,Ribera d'Ebre,43,Tarragona,05,Terres de l'Ebre,41.250705,0.487613,99.3764,
431264,la Riera de Gaià,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.164856,1.361682,8.7747,
431270,Riudecanyes,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.130167,0.960676,17.0331,
431286,Riudecols,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.168515,0.976047,19.5164,
431299,Riudoms,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.138892,1.051519,32.374,
431303,Rocafort de Queralt,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.478031,1.281495,8.4382,
431310,Roda de Berà,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.185979,1.4544,16.5255,
431325,Rodonyà,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.279829,1.399062,8.5838,
431331,Roquetes,09,Baix Ebre,43,Tarragona,05,Terres de l'Ebre,40.820393,0.502987,137.1047,
431346,el Rourell,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.224012,1.218295,2.3157,
431359,Salomó,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.229425,1.374589,12.3812,
431362,la Ràpita,22,Montsià,43,Tarragona,05,Terres de l'Ebre,40.620052,0.592817,53.0904,
431378,Sant Jaume dels Domenys,12,Baix Penedès,43,Tarragona,08,Penedès,41.299281,1.558929,24.5171,
431384,Santa Bàrbara,22,Montsià,43,Tarragona,05,Terres de l'Ebre,40.71452,0.492413,28.1328,
431397,Santa Coloma de Queralt,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.532422,1.383889,33.994,
431401,Santa Oliva,12,Baix Penedès,43,Tarragona,08,Penedès,41.253118,1.5507,9.7045,
431418,Pontils,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.477266,1.387809,67.3299,
431423,Sarral,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.444603,1.248579,52.4474,
431439,Savallà del Comtat,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.543117,1.298932,14.6318,
431444,la Secuita,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.204646,1.279594,17.7941,
431457,la Selva del Camp,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.215349,1.137083,35.3367,
431460,Senan,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.469951,1.088426,11.8776,
431476,Solivella,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.456004,1.177611,21.3281,
431482,Tarragona,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.116928,1.25533,58.776,
431495,Tivenys,09,Baix Ebre,43,Tarragona,05,Terres de l'Ebre,40.907334,0.512449,53.6097,
431508,Tivissa,30,Ribera d'Ebre,43,Tarragona,05,Terres de l'Ebre,41.043307,0.73199,209.9583,
431515,la Torre de Fontaubella,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.124365,0.864296,7.1641,
431520,la Torre de l'Espanyol,30,Ribera d'Ebre,43,Tarragona,05,Terres de l'Ebre,41.19181,0.625099,27.9265,
431536,Torredembarra,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.145662,1.395631,8.7464,
431541,Torroja del Priorat,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.213379,0.810642,13.1712,
431554,Tortosa,09,Baix Ebre,43,Tarragona,05,Terres de l'Ebre,40.811008,0.520643,218.3647,
431567,Ulldecona,22,Montsià,43,Tarragona,05,Terres de l'Ebre,40.598239,0.448875,126.7236,
431573,Ulldemolins,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.322591,0.876395,38.0386,
431589,Vallclara,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.377367,0.982252,13.447,
431592,Vallfogona de Riucorb,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.562917,1.235967,10.9342,
431606,Vallmoll,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.242444,1.249025,16.6429,
431613,Valls,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.284176,1.247753,55.6158,
431628,Vandellòs i l'Hospitalet de l'Infant,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.019894,0.83128,102.7149,
431634,el Vendrell,12,Baix Penedès,43,Tarragona,08,Penedès,41.220214,1.534929,36.9505,
431649,Vespella de Gaià,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.20403,1.359974,18.0577,
431652,Vilabella,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.246836,1.329941,18.1171,
431665,Vilallonga del Camp,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.211429,1.205744,9.1255,
431671,Vilanova d'Escornalbou,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.112872,0.936627,17.2629,
431687,Vilanova de Prades,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.348046,0.955454,21.6428,
431690,Vilaplana,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.228562,1.033187,23.1011,
431704,Vila-rodona,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.310837,1.358117,33.0164,
431711,Vila-seca,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.110972,1.145039,21.6558,
431726,Vilaverd,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.334248,1.177348,12.6149,
431732,la Vilella Alta,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.225413,0.780465,5.1196,
431747,la Vilella Baixa,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.220666,0.761806,5.5045,
431750,Vilalba dels Arcs,37,Terra Alta,43,Tarragona,05,Terres de l'Ebre,41.121014,0.410181,67.2457,
431763,Vimbodí i Poblet,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.400142,1.050959,66.2203,
431779,Vinebre,30,Ribera d'Ebre,43,Tarragona,05,Terres de l'Ebre,41.184068,0.590806,26.5081,
431785,Vinyols i els Arcs,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.113771,1.039472,10.9124,
439018,Deltebre,09,Baix Ebre,43,Tarragona,05,Terres de l'Ebre,40.718222,0.735259,106.1009,
439023,Sant Jaume d'Enveja,22,Montsià,43,Tarragona,05,Terres de l'Ebre,40.707051,0.71947,59.3683,
439039,Camarles,09,Baix Ebre,43,Tarragona,05,Terres de l'Ebre,40.772141,0.669673,30.0157,
439044,l'Aldea,09,Baix Ebre,43,Tarragona,05,Terres de l'Ebre,40.747268,0.622371,30.4743,
439057,Salou,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.081472,1.134227,15.1248,
439060,l'Ampolla,09,Baix Ebre,43,Tarragona,05,Terres de l'Ebre,40.812251,0.710141,35.6196,
439076,la Canonja,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.123414,1.179099,7.3528,
