municipality_code,municipality_name,comarca_code,comarca_name,reference_period,nearest_station,nearest_station_minutes,nearest_station_km,best_station,best_station_minutes,best_station_skiable_km,second_station,second_station_minutes,third_station,third_station_minutes,ski_raw,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
172116,Verges,10,Baix Empordà,2026-08-21,Vallter,129.411333,120.3,Vallter,129.411333,13.58,Vall de Núria,148.302667,La Molina,153.9825,0.177112,14.0211,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,14.0211,14.0211,100,,curated,access_variety_no_tier,true
172121,Vidrà,24,Osona,2026-08-21,Vall de Núria,81.364833,47,Vall de Núria,81.364833,7.614,La Molina,87.044667,Masella,95.061833,0.426136,47.7966,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,47.7966,47.7966,100,,curated,access_variety_no_tier,true
172137,Vidreres,34,Selva,2026-08-21,Vall de Núria,118.869333,118.5,Vall de Núria,118.869333,7.614,La Molina,124.549167,Vallter,128.7515,0.229878,21.1779,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,21.1779,21.1779,100,,curated,access_variety_no_tier,true
172142,Vilabertran,02,Alt Empordà,2026-08-21,Vallter,118.692167,98.08,Vallter,118.692167,13.58,Vall de Núria,138.736833,La Molina,144.416667,0.210358,18.5303,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,18.5303,18.5303,100,,curated,access_variety_no_tier,true
172155,Vilablareix,20,Gironès,2026-08-21,Vallter,119.178833,108.42,Vallter,119.178833,13.58,Vall de Núria,121.570167,La Molina,127.25,0.233103,21.6152,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,21.6152,21.6152,100,,curated,access_variety_no_tier,true
172168,Viladasens,20,Gironès,2026-08-21,Vallter,119.293833,110.58,Vallter,119.293833,13.58,Vall de Núria,134.684667,La Molina,140.364667,0.214011,19.0258,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,19.0258,19.0258,100,,curated,access_variety_no_tier,true
172174,Viladamat,02,Alt Empordà,2026-08-21,Vallter,122.863333,111.48,Vallter,122.863333,13.58,Vall de Núria,142.908,La Molina,148.587833,0.196231,16.6142,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,16.6142,16.6142,100,,curated,access_variety_no_tier,true
172180,Vilademuls,28,Pla de l'Estany,2026-08-21,Vallter,112.922833,93.61,Vallter,112.922833,13.58,Vall de Núria,132.9675,La Molina,138.6475,0.231589,21.4099,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,21.4099,21.4099,100,,curated,access_variety_no_tier,true
172207,Viladrau,24,Osona,2026-08-21,Vall de Núria,98.361833,76.02,Vall de Núria,98.361833,7.614,La Molina,104.041833,Masella,109.167833,0.322917,33.7969,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,33.7969,33.7969,100,,curated,access_variety_no_tier,true
172214,Vilafant,02,Alt Empordà,2026-08-21,Vallter,104.215,91.36,Vallter,104.215,13.58,Vall de Núria,124.259667,La Molina,129.939667,0.267761,26.316,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,26.316,26.316,100,,curated,access_variety_no_tier,true
172229,Vilaür,02,Alt Empordà,2026-08-21,Vallter,115.720833,100.63,Vallter,115.720833,13.58,Vall de Núria,135.632,La Molina,141.311833,0.221206,20.0016,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,20.0016,20.0016,100,,curated,access_variety_no_tier,true
172235,Vilajuïga,02,Alt Empordà,2026-08-21,Vallter,127.817167,113.75,Vallter,127.817167,13.58,Vall de Núria,147.861833,La Molina,153.541833,0.18068,14.505,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,14.505,14.505,100,,curated,access_variety_no_tier,true
172240,Vilallonga de Ter,31,Ripollès,2026-08-21,Vallter,26.063667,17.8,Vallter,26.063667,13.58,Vall de Núria,79.331333,La Molina,87.682167,0.838912,100,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,100,100,100,,curated,access_variety_no_tier,true
172253,Vilamacolum,02,Alt Empordà,2026-08-21,Vallter,118.31,104.56,Vallter,118.31,13.58,Vall de Núria,138.354667,La Molina,144.034667,0.211702,18.7126,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,18.7126,18.7126,100,,curated,access_variety_no_tier,true
172266,Vilamalla,02,Alt Empordà,2026-08-21,Vallter,108.642,95.6,Vallter,108.642,13.58,Vall de Núria,128.686667,La Molina,134.366667,0.248716,23.7329,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,23.7329,23.7329,100,,curated,access_variety_no_tier,true
172272,Vilamaniscle,02,Alt Empordà,2026-08-21,Vallter,132.660167,117.95,Vallter,132.660167,13.58,Vall de Núria,152.704833,La Molina,158.384833,0.166669,12.6047,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,12.6047,12.6047,100,,curated,access_variety_no_tier,true
172288,Vilanant,02,Alt Empordà,2026-08-21,Vallter,103.029833,90.22,Vallter,103.029833,13.58,Vall de Núria,123.0745,La Molina,128.7545,0.273103,27.0405,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,27.0405,27.0405,100,,curated,access_variety_no_tier,true
172305,Vila-sacra,02,Alt Empordà,2026-08-21,Vallter,117.6325,101.77,Vallter,117.6325,13.58,Vall de Núria,137.677167,La Molina,143.357,0.214106,19.0386,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,19.0386,19.0386,100,,curated,access_variety_no_tier,true
172327,Vilopriu,10,Baix Empordà,2026-08-21,Vallter,123.789167,110.13,Vallter,123.789167,13.58,Vall de Núria,140.998167,La Molina,146.678,0.196428,16.641,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,16.641,16.641,100,,curated,access_variety_no_tier,true
172333,Vilobí d'Onyar,34,Selva,2026-08-21,Vall de Núria,111.93,105.36,Vall de Núria,111.93,7.614,La Molina,117.61,Masella,122.736,0.257562,24.9326,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,24.9326,24.9326,100,,curated,access_variety_no_tier,true
172348,Biure,02,Alt Empordà,2026-08-21,Vallter,120.801,110,Vallter,120.801,13.58,Vall de Núria,140.845833,La Molina,146.525667,0.203092,17.5449,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,17.5449,17.5449,100,,curated,access_variety_no_tier,true
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",10,Baix Empordà,2026-08-21,Vallter,139.339167,119.99,Vallter,139.339167,13.58,Vall de Núria,147.899,La Molina,153.579,0.159884,11.6845,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,11.6845,11.6845,100,,curated,access_variety_no_tier,true
179026,Forallac,10,Baix Empordà,2026-08-21,Vallter,142.042333,120.46,Vallter,142.042333,13.58,Vall de Núria,157.5385,La Molina,163.218333,0.146387,9.8538,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,9.8538,9.8538,100,,curated,access_variety_no_tier,true
179032,Sant Julià del Llor i Bonmatí,34,Selva,2026-08-21,Vallter,118.981333,92.57,Vallter,118.981333,13.58,Vall de Núria,119.922833,La Molina,125.602667,0.236225,22.0387,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,22.0387,22.0387,100,,curated,access_variety_no_tier,true
250019,Abella de la Conca,25,Pallars Jussà,2026-08-21,Port del Comte,100.916,109.32,Port del Comte,100.916,,Port Ainé,118.459,Espot,118.967833,0.289863,29.3137,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,29.3137,29.3137,100,,curated,access_variety_no_tier,true
250024,Àger,23,Noguera,2026-08-21,Espot,119.9945,107.03,Espot,119.9945,25,Port Ainé,120.440667,Port del Comte,131.545833,0.230431,21.2529,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,21.2529,21.2529,100,,curated,access_variety_no_tier,true
250030,Agramunt,38,Urgell,2026-08-21,Port del Comte,81.921,85.66,Port del Comte,81.921,,Masella,123.573667,La Molina,129.843833,0.347761,37.1664,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,37.1664,37.1664,100,,curated,access_variety_no_tier,true
250045,els Alamús,33,Segrià,2026-08-21,Port del Comte,101.248,123.07,Port del Comte,101.248,,Masella,132.479167,La Molina,138.749333,0.264702,25.9011,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,25.9011,25.9011,100,,curated,access_variety_no_tier,true
250058,Alàs i Cerc,04,Alt Urgell,2026-08-21,Masella,51.380667,44.95,Masella,51.380667,74,La Molina,57.650833,Port Ainé,77.036833,0.685232,82.938,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,82.938,82.938,100,,curated,access_variety_no_tier,true
250061,l'Albagés,18,Garrigues,2026-08-21,Port del Comte,129.080667,136.23,Port del Comte,129.080667,,Masella,160.311833,La Molina,166.582,0.166455,12.5757,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,12.5757,12.5757,100,,curated,access_variety_no_tier,true
250077,Albatàrrec,33,Segrià,2026-08-21,Port del Comte,110.9805,133.17,Port del Comte,110.9805,,Masella,142.211667,La Molina,148.481833,0.225067,20.5253,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,20.5253,20.5253,100,,curated,access_variety_no_tier,true
250083,Albesa,23,Noguera,2026-08-21,Port del Comte,120.589167,141.13,Port del Comte,120.589167,,Boí Taüll,150.272,Masella,151.820333,0.194778,16.4171,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,16.4171,16.4171,100,,curated,access_variety_no_tier,true
250096,l'Albi,18,Garrigues,2026-08-21,Port del Comte,123.488667,135.61,Port del Comte,123.488667,,Masella,154.719833,La Molina,160.990167,0.182715,14.781,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,14.781,14.781,100,,curated,access_variety_no_tier,true
250100,Alcanó,33,Segrià,2026-08-21,Port del Comte,117.632,143.26,Port del Comte,117.632,,Masella,148.863167,La Molina,155.1335,0.201449,17.322,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,17.322,17.322,100,,curated,access_variety_no_tier,true
250117,Alcarràs,33,Segrià,2026-08-21,Port del Comte,117.723167,147.99,Port del Comte,117.723167,,Masella,148.954333,La Molina,155.2245,0.201144,17.2805,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,17.2805,17.2805,100,,curated,access_variety_no_tier,true
250122,Alcoletge,33,Segrià,2026-08-21,Port del Comte,105.417667,127.26,Port del Comte,105.417667,,Masella,136.648833,La Molina,142.919,0.246931,23.4908,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,23.4908,23.4908,100,,curated,access_variety_no_tier,true
250138,Alfarràs,33,Segrià,2026-08-21,Port del Comte,120.958667,155.07,Port del Comte,120.958667,,Boí Taüll,128.933333,Baqueira Beret,143.675333,0.214299,19.0649,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,19.0649,19.0649,100,,curated,access_variety_no_tier,true
250143,Alfés,33,Segrià,2026-08-21,Port del Comte,114.443,139.01,Port del Comte,114.443,,Masella,145.674167,La Molina,151.944333,0.212446,18.8135,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,18.8135,18.8135,100,,curated,access_variety_no_tier,true
250156,Algerri,23,Noguera,2026-08-21,Port del Comte,116.791,120.52,Port del Comte,116.791,,Boí Taüll,136.709667,Baqueira Beret,151.451833,0.21402,19.027,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,19.027,19.027,100,,curated,access_variety_no_tier,true
250169,Alguaire,33,Segrià,2026-08-21,Port del Comte,116.022,145.86,Port del Comte,116.022,,Boí Taüll,143.150333,Masella,147.253,0.212101,18.7667,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,18.7667,18.7667,100,,curated,access_variety_no_tier,true
250175,Alins,26,Pallars Sobirà,2026-08-21,Espot,39.068,34.67,Espot,39.068,25,Tavascan,50.481167,Port Ainé,55.144333,0.83674,100,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,100,100,100,,curated,access_variety_no_tier,true
250194,Almacelles,33,Segrià,2026-08-21,Port del Comte,122.185,150.92,Port del Comte,122.185,,Boí Taüll,142.128667,Masella,153.416167,0.196677,16.6747,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,16.6747,16.6747,100,,curated,access_variety_no_tier,true
250208,Almatret,33,Segrià,2026-08-21,Port del Comte,154.691333,191.03,Port del Comte,154.691333,,Masella,185.922333,La Molina,192.192667,0.108623,4.7319,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,4.7319,4.7319,100,,curated,access_variety_no_tier,true
250215,Almenar,33,Segrià,2026-08-21,Port del Comte,119.992333,151.36,Port del Comte,119.992333,,Boí Taüll,134.858667,Baqueira Beret,149.600833,0.208835,18.3237,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,18.3237,18.3237,100,,curated,access_variety_no_tier,true
250220,Alòs de Balaguer,23,Noguera,2026-08-21,Port del Comte,95.637667,92.54,Port del Comte,95.637667,,Port Ainé,149.140667,Espot,151.578,0.264743,25.9066,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,25.9066,25.9066,100,,curated,access_variety_no_tier,true
250236,Alpicat,33,Segrià,2026-08-21,Port del Comte,113.660833,139.46,Port del Comte,113.660833,,Masella,144.892,La Molina,151.162167,0.215234,19.1916,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,19.1916,19.1916,100,,curated,access_variety_no_tier,true
250241,Alt Àneu,26,Pallars Sobirà,2026-08-21,Espot,26.3925,18.61,Espot,26.3925,25,Baqueira Beret,32.564667,Port Ainé,65.524167,1.018573,100,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,100,100,100,,curated,access_variety_no_tier,true
250254,Naut Aran,39,Val d'Aran,2026-08-21,Baqueira Beret,8.599167,5.29,Baqueira Beret,8.599167,169,Espot,59.288667,Boí Taüll,97.932167,1.101485,100,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,100,100,100,,curated,access_variety_no_tier,true
250273,Anglesola,38,Urgell,2026-08-21,Port del Comte,83.698167,90.34,Port del Comte,83.698167,,Masella,114.929333,La Molina,121.199667,0.35464,38.0994,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,38.0994,38.0994,100,,curated,access_variety_no_tier,true
250292,Arbeca,18,Garrigues,2026-08-21,Port del Comte,99.489833,112.54,Port del Comte,99.489833,,Masella,130.720833,La Molina,136.991167,0.272574,26.9687,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,26.9687,26.9687,100,,curated,access_variety_no_tier,true
250306,el Pont de Bar,04,Alt Urgell,2026-08-21,Masella,40.689833,34.37,Masella,40.689833,74,La Molina,46.96,Port Ainé,86.349833,0.795422,97.8833,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,97.8833,97.8833,100,,curated,access_variety_no_tier,true
250313,Arres,39,Val d'Aran,2026-08-21,Baqueira Beret,44.986833,28.3,Baqueira Beret,44.986833,169,Espot,95.676333,Boí Taüll,102.738167,0.619077,73.9654,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,73.9654,73.9654,100,,curated,access_variety_no_tier,true
250328,Arsèguel,04,Alt Urgell,2026-08-21,Masella,45.623,38.01,Masella,45.623,74,La Molina,51.893333,Port Ainé,85.282833,0.738381,90.1468,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,90.1468,90.1468,100,,curated,access_variety_no_tier,true
250334,Artesa de Lleida,33,Segrià,2026-08-21,Port del Comte,113.541,135.9,Port del Comte,113.541,,Masella,144.772167,La Molina,151.0425,0.215664,19.25,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,19.25,19.25,100,,curated,access_variety_no_tier,true
250349,Artesa de Segre,23,Noguera,2026-08-21,Port del Comte,77.855667,80.21,Port del Comte,77.855667,,Port Ainé,131.3585,Masella,137.370667,0.354514,38.0824,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,38.0824,38.0824,100,,curated,access_variety_no_tier,true
250352,la Sentiu de Sió,23,Noguera,2026-08-21,Port del Comte,93.449667,97.65,Port del Comte,93.449667,,Espot,144.6575,Port Ainé,145.103667,0.277794,27.6767,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,27.6767,27.6767,100,,curated,access_variety_no_tier,true
250365,Aspa,33,Segrià,2026-08-21,Port del Comte,123.490667,143.67,Port del Comte,123.490667,,Masella,154.721667,La Molina,160.992,0.182709,14.7802,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,14.7802,14.7802,100,,curated,access_variety_no_tier,true
250371,les Avellanes i Santa Linya,23,Noguera,2026-08-21,Port del Comte,120.816333,123.22,Port del Comte,120.816333,,Espot,132.670167,Port Ainé,133.1165,0.215483,19.2254,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,19.2254,19.2254,100,,curated,access_variety_no_tier,true
250387,Aitona,33,Segrià,2026-08-21,Port del Comte,122.083667,156.41,Port del Comte,122.083667,,Masella,153.314667,La Molina,159.585,0.187044,15.3682,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,15.3682,15.3682,100,,curated,access_variety_no_tier,true
250390,Baix Pallars,26,Pallars Sobirà,2026-08-21,Espot,60.376833,49.92,Espot,60.376833,25,Port Ainé,60.823167,Tavascan,80.4975,0.612365,73.055,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,73.055,73.055,100,,curated,access_variety_no_tier,true
250404,Balaguer,23,Noguera,2026-08-21,Port del Comte,101.745333,105.23,Port del Comte,101.745333,,Masella,143.7875,Espot,145.095,0.25125,24.0765,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,24.0765,24.0765,100,,curated,access_variety_no_tier,true
250411,Barbens,27,Pla d'Urgell,2026-08-21,Port del Comte,90.188333,101.63,Port del Comte,90.188333,,Masella,121.4195,La Molina,127.689667,0.31828,33.168,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,33.168,33.168,100,,curated,access_variety_no_tier,true
250426,la Baronia de Rialb,23,Noguera,2026-08-21,Port del Comte,63.499333,66.34,Port del Comte,63.499333,,Port Ainé,117.002333,Masella,124.613167,0.449502,50.9657,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,50.9657,50.9657,100,,curated,access_variety_no_tier,true
250432,la Vall de Boí,05,Alta Ribagorça,2026-08-21,Boí Taüll,32.871,18.62,Boí Taüll,32.871,45.282,Baqueira Beret,72.830167,Espot,123.519667,0.758626,92.8925,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,92.8925,92.8925,100,,curated,access_variety_no_tier,true
250447,Bassella,04,Alt Urgell,2026-08-21,Port del Comte,47.584667,48.73,Port del Comte,47.584667,,Port Ainé,101.087667,Masella,108.6985,0.586038,69.4842,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,69.4842,69.4842,100,,curated,access_variety_no_tier,true
250450,Bausen,39,Val d'Aran,2026-08-21,Baqueira Beret,60.576333,39.4,Baqueira Beret,60.576333,169,Espot,111.265833,Boí Taüll,118.327833,0.477424,54.7528,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,54.7528,54.7528,100,,curated,access_variety_no_tier,true
250463,Belianes,38,Urgell,2026-08-21,Port del Comte,98.624,105.3,Port del Comte,98.624,,Masella,129.855167,La Molina,136.1255,0.276535,27.506,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,27.506,27.506,100,,curated,access_variety_no_tier,true
250479,Bellcaire d'Urgell,23,Noguera,2026-08-21,Port del Comte,103.162,109.31,Port del Comte,103.162,,Masella,134.393,La Molina,140.663333,0.256392,24.7739,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,24.7739,24.7739,100,,curated,access_variety_no_tier,true
250485,Bell-lloc d'Urgell,27,Pla d'Urgell,2026-08-21,Port del Comte,97.715167,116.25,Port del Comte,97.715167,,Masella,128.946167,La Molina,135.2165,0.280756,28.0785,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,28.0785,28.0785,100,,curated,access_variety_no_tier,true
250498,Bellmunt d'Urgell,23,Noguera,2026-08-21,Port del Comte,103.2545,98.15,Port del Comte,103.2545,,Masella,138.390667,La Molina,144.660833,0.251139,24.0614,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,24.0614,24.0614,100,,curated,access_variety_no_tier,true
250501,Bellpuig,38,Urgell,2026-08-21,Port del Comte,88.6925,96.5,Port del Comte,88.6925,,Masella,119.923667,La Molina,126.194,0.326315,34.2577,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,34.2577,34.2577,100,,curated,access_variety_no_tier,true
250518,Bellver de Cerdanya,15,Cerdanya,2026-08-21,Masella,23.013167,17.76,Masella,23.013167,74,La Molina,29.283333,Vall de Núria,98.731667,1.036573,100,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,100,100,100,,curated,access_variety_no_tier,true
250523,Bellvís,27,Pla d'Urgell,2026-08-21,Port del Comte,103.414167,119.77,Port del Comte,103.414167,,Masella,134.645167,La Molina,140.9155,0.255316,24.628,65,municipality,curated_ski_catalogue;openrouteservice,,2026-08-21T19:58:41Z,0.2.0,,"No snow, traffic, parking capacity, or season duration is modelled.",complete,24.628,24.628,100,,curated,access_variety_no_tier,true
