municipality_code,municipality_name,comarca_code,comarca_name,reference_period,population_current,population_1y_ago,population_5y_ago,population_change_5y,growth_1y_pct,cagr_5y_pct,trend_score,scale_adjusted_growth_score,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
081982,Sant Antoni de Vilamajor,41,Vallès Oriental,2025,6724,6668,6208,516,0.839832,1.609707,65.385,90.3824,72.8842,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,72.8842,72.8842,100,,official,annual_trend_scale_adjusted,true
081995,Sant Bartomeu del Grau,24,Osona,2025,933,943,884,49,-1.060445,1.084805,52.9843,67.5416,57.3515,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,57.3515,57.3515,100,,official,annual_trend_scale_adjusted,true
082009,Sant Boi de Llobregat,11,Baix Llobregat,2025,85610,84831,84500,1110,0.918296,0.261352,33.5305,97.862,52.8299,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,52.8299,52.8299,100,,official,annual_trend_scale_adjusted,true
082016,Sant Boi de Lluçanès,24,Osona,2025,602,575,580,22,4.695652,0.747366,45.0124,59.949,49.4934,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,49.4934,49.4934,100,,official,annual_trend_scale_adjusted,true
082021,Sant Celoni,41,Vallès Oriental,2025,18977,18761,18136,841,1.151325,0.910698,48.8711,95.1513,62.7552,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,62.7552,62.7552,100,,official,annual_trend_scale_adjusted,true
082037,Sant Cebrià de Vallalta,21,Maresme,2025,3872,3828,3438,434,1.149425,2.406116,84.2,88.6938,85.5481,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,85.5481,85.5481,100,,official,annual_trend_scale_adjusted,true
082042,Sant Climent de Llobregat,11,Baix Llobregat,2025,4187,4182,4160,27,0.11956,0.129472,30.4149,61.8723,39.8521,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,39.8521,39.8521,100,,official,annual_trend_scale_adjusted,true
082055,Sant Cugat del Vallès,40,Vallès Occidental,2025,97983,98621,92977,5006,-0.646921,1.054356,52.265,100,66.5855,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,66.5855,66.5855,100,,official,annual_trend_scale_adjusted,true
082068,Sant Cugat Sesgarrigues,03,Alt Penedès,2025,1038,1031,1009,29,0.678952,0.56833,40.7827,62.5469,47.312,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,47.312,47.312,100,,official,annual_trend_scale_adjusted,true
082074,Sant Esteve de Palautordera,41,Vallès Oriental,2025,3099,3080,2864,235,0.616883,1.589708,64.9125,82.7146,70.2531,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,70.2531,70.2531,100,,official,annual_trend_scale_adjusted,true
082080,Sant Esteve Sesrovires,11,Baix Llobregat,2025,8121,8060,7696,425,0.756824,1.080851,52.8909,88.4894,63.5704,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,63.5704,63.5704,100,,official,annual_trend_scale_adjusted,true
082093,Sant Fost de Campsentelles,41,Vallès Oriental,2025,9419,9227,8853,566,2.08085,1.247164,56.82,91.285,67.1595,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,67.1595,67.1595,100,,official,annual_trend_scale_adjusted,true
082107,Sant Feliu de Codines,41,Vallès Oriental,2025,6827,6661,6363,464,2.492118,1.417662,60.848,89.3459,69.3974,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,69.3974,69.3974,100,,official,annual_trend_scale_adjusted,true
082114,Sant Feliu de Llobregat,11,Baix Llobregat,2025,46781,46554,45467,1314,0.487606,0.571433,40.8561,99.5103,58.4524,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.4524,58.4524,100,,official,annual_trend_scale_adjusted,true
082129,Sant Feliu Sasserra,07,Bages,2025,633,629,605,28,0.63593,0.908945,48.8297,62.2154,52.8454,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,52.8454,52.8454,100,,official,annual_trend_scale_adjusted,true
082135,Sant Fruitós de Bages,07,Bages,2025,9333,9248,8837,496,0.919118,1.098167,53.3,89.9966,64.309,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.309,64.309,100,,official,annual_trend_scale_adjusted,true
082140,Vilassar de Dalt,21,Maresme,2025,9404,9281,9072,332,1.325288,0.721438,44.3999,86.0812,56.9043,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,56.9043,56.9043,100,,official,annual_trend_scale_adjusted,true
082153,Sant Hipòlit de Voltregà,24,Osona,2025,3666,3687,3540,126,-0.569569,0.701941,43.9393,76.656,53.7543,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,53.7543,53.7543,100,,official,annual_trend_scale_adjusted,true
082166,Sant Jaume de Frontanyà,14,Berguedà,2025,25,26,30,-5,-3.846154,-3.58075,0,11.772,3.5316,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,3.5316,3.5316,100,,official,annual_trend_scale_adjusted,true
082172,Sant Joan Despí,11,Baix Llobregat,2025,35926,35083,34267,1659,2.402873,0.950054,49.8009,100,64.8606,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.8606,64.8606,100,,official,annual_trend_scale_adjusted,true
082188,Sant Joan de Vilatorrada,07,Bages,2025,11133,11017,10998,135,1.052918,0.244303,33.1277,77.3254,46.387,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,46.387,46.387,100,,official,annual_trend_scale_adjusted,true
082191,Vilassar de Mar,21,Maresme,2025,21227,21162,21035,192,0.307154,0.18189,31.6532,80.7479,46.3816,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,46.3816,46.3816,100,,official,annual_trend_scale_adjusted,true
082205,Sant Julià de Vilatorta,24,Osona,2025,3323,3297,3140,183,0.788596,1.139345,54.2728,80.281,62.0753,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,62.0753,62.0753,100,,official,annual_trend_scale_adjusted,true
082212,Sant Just Desvern,11,Baix Llobregat,2025,21037,20881,18670,2367,0.747091,2.416021,84.4339,100,89.1037,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,89.1037,89.1037,100,,official,annual_trend_scale_adjusted,true
082227,Sant Llorenç d'Hortons,03,Alt Penedès,2025,2627,2617,2428,199,0.382117,1.587969,64.8714,81.0963,69.7389,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,69.7389,69.7389,100,,official,annual_trend_scale_adjusted,true
082233,Sant Llorenç Savall,40,Vallès Occidental,2025,2587,2586,2417,170,0.03867,1.368718,59.6917,79.5646,65.6536,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,65.6536,65.6536,100,,official,annual_trend_scale_adjusted,true
082248,Sant Martí de Centelles,24,Osona,2025,1263,1259,1184,79,0.317712,1.300206,58.0731,72.1371,62.2923,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,62.2923,62.2923,100,,official,annual_trend_scale_adjusted,true
082251,Sant Martí d'Albars,43,Lluçanès,2025,135,140,114,21,-3.571429,3.43935,100,59.5143,87.8543,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,87.8543,87.8543,100,,official,annual_trend_scale_adjusted,true
082264,Sant Martí de Tous,06,Anoia,2025,1269,1275,1228,41,-0.470588,0.659009,42.925,65.8368,49.7985,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,49.7985,49.7985,100,,official,annual_trend_scale_adjusted,true
082270,Sant Martí Sarroca,03,Alt Penedès,2025,3485,3391,3261,224,2.772044,1.337549,58.9553,82.2479,65.9431,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,65.9431,65.9431,100,,official,annual_trend_scale_adjusted,true
082286,Sant Martí Sesgueioles,06,Anoia,2025,353,360,342,11,-1.944444,0.635155,42.3615,53.5878,45.7294,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,45.7294,45.7294,100,,official,annual_trend_scale_adjusted,true
082299,Sant Mateu de Bages,07,Bages,2025,641,637,608,33,0.627943,1.062698,52.4621,63.7707,55.8547,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,55.8547,55.8547,100,,official,annual_trend_scale_adjusted,true
082303,Premià de Dalt,21,Maresme,2025,10632,10594,10441,191,0.358694,0.363217,35.937,80.6971,49.365,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,49.365,49.365,100,,official,annual_trend_scale_adjusted,true
082310,Sant Pere de Ribes,17,Garraf,2025,32705,32121,31111,1594,1.818125,1.00434,51.0834,100,65.7584,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,65.7584,65.7584,100,,official,annual_trend_scale_adjusted,true
082325,Sant Pere de Riudebitlles,03,Alt Penedès,2025,2516,2497,2380,136,0.760913,1.117596,53.759,77.397,60.8504,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,60.8504,60.8504,100,,official,annual_trend_scale_adjusted,true
082331,Sant Pere de Torelló,24,Osona,2025,2596,2592,2470,126,0.154321,1.00004,50.9818,76.656,58.6841,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.6841,58.6841,100,,official,annual_trend_scale_adjusted,true
082346,Sant Pere de Vilamajor,41,Vallès Oriental,2025,5074,4941,4544,530,2.691763,2.230957,80.0619,90.6436,83.2364,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,83.2364,83.2364,100,,official,annual_trend_scale_adjusted,true
082359,Sant Pol de Mar,21,Maresme,2025,5793,5834,5428,365,-0.702777,1.310099,58.3068,87.0051,66.9163,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,66.9163,66.9163,100,,official,annual_trend_scale_adjusted,true
082362,Sant Quintí de Mediona,03,Alt Penedès,2025,2580,2504,2317,263,3.035144,2.173609,78.707,83.8109,80.2382,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,80.2382,80.2382,100,,official,annual_trend_scale_adjusted,true
082378,Sant Quirze de Besora,24,Osona,2025,2164,2127,2154,10,1.739539,0.092679,29.5456,52.737,36.503,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,36.503,36.503,100,,official,annual_trend_scale_adjusted,true
082384,Sant Quirze del Vallès,40,Vallès Occidental,2025,20209,20161,20195,14,0.238083,0.013861,27.6836,55.7696,36.1094,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,36.1094,36.1094,100,,official,annual_trend_scale_adjusted,true
082397,Sant Quirze Safaja,42,Moianès,2025,663,669,631,32,-0.896861,0.994293,50.846,63.4788,54.6358,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,54.6358,54.6358,100,,official,annual_trend_scale_adjusted,true
082401,Sant Sadurní d'Anoia,03,Alt Penedès,2025,12911,12915,12841,70,-0.030972,0.108789,29.9262,70.9702,42.2394,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,42.2394,42.2394,100,,official,annual_trend_scale_adjusted,true
082418,Sant Sadurní d'Osormort,24,Osona,2025,89,84,76,13,5.952381,3.208456,100,55.095,86.5285,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,86.5285,86.5285,100,,official,annual_trend_scale_adjusted,true
082423,Marganell,07,Bages,2025,309,308,266,43,0.324675,3.042258,99.2286,66.2917,89.3475,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,89.3475,89.3475,100,,official,annual_trend_scale_adjusted,true
082439,Santa Cecília de Voltregà,24,Osona,2025,197,192,182,15,2.604167,1.596552,65.0742,56.4006,62.4721,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,62.4721,62.4721,100,,official,annual_trend_scale_adjusted,true
082444,Santa Coloma de Cervelló,11,Baix Llobregat,2025,8273,8335,8268,5,-0.743851,0.012092,27.6418,46.8104,33.3924,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,33.3924,33.3924,100,,official,annual_trend_scale_adjusted,true
082457,Santa Coloma de Gramenet,13,Barcelonès,2025,123981,121203,120443,3538,2.292022,0.580714,41.0753,100,58.7527,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.7527,58.7527,100,,official,annual_trend_scale_adjusted,true
082460,Santa Eugènia de Berga,24,Osona,2025,2348,2308,2278,70,1.733102,0.607157,41.7,70.9702,50.4811,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,50.4811,50.4811,100,,official,annual_trend_scale_adjusted,true
082476,Santa Eulàlia de Riuprimer,24,Osona,2025,1516,1487,1383,133,1.950235,1.85337,71.1415,77.1806,72.9532,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,72.9532,72.9532,100,,official,annual_trend_scale_adjusted,true
082482,Santa Eulàlia de Ronçana,41,Vallès Oriental,2025,7953,7911,7426,527,0.530906,1.380682,59.9743,90.5882,69.1585,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,69.1585,69.1585,100,,official,annual_trend_scale_adjusted,true
082495,Santa Fe del Penedès,03,Alt Penedès,2025,365,360,367,-2,1.388889,-0.10923,24.7756,18.5494,22.9077,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,22.9077,22.9077,100,,official,annual_trend_scale_adjusted,true
082508,Santa Margarida de Montbui,06,Anoia,2025,10631,10549,10225,406,0.777325,0.781811,45.8262,88.0433,58.4913,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.4913,58.4913,100,,official,annual_trend_scale_adjusted,true
082515,Santa Margarida i els Monjos,03,Alt Penedès,2025,7806,7736,7676,130,0.90486,0.336447,35.3046,76.9592,47.801,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,47.801,47.801,100,,official,annual_trend_scale_adjusted,true
082520,Barberà del Vallès,40,Vallès Occidental,2025,33987,33575,33334,653,1.227103,0.388758,36.5404,92.6807,53.3825,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,53.3825,53.3825,100,,official,annual_trend_scale_adjusted,true
082536,Santa Maria de Besora,24,Osona,2025,164,164,161,3,0,0.369924,36.0955,42.8459,38.1206,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,38.1206,38.1206,100,,official,annual_trend_scale_adjusted,true
082541,l'Esquirol,24,Osona,2025,2301,2277,2186,115,1.054018,1.030684,51.7057,75.7701,58.925,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.925,58.925,100,,official,annual_trend_scale_adjusted,true
082554,Santa Maria de Merlès,14,Berguedà,2025,179,175,184,-5,2.285714,-0.549484,14.3747,11.772,13.5939,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,13.5939,13.5939,100,,official,annual_trend_scale_adjusted,true
082567,Santa Maria de Martorelles,41,Vallès Oriental,2025,868,873,890,-22,-0.572738,-0.499344,15.5592,0,10.8914,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,10.8914,10.8914,100,,official,annual_trend_scale_adjusted,true
082573,Santa Maria de Miralles,06,Anoia,2025,144,137,119,25,5.109489,3.887455,100,61.1477,88.3443,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,88.3443,88.3443,100,,official,annual_trend_scale_adjusted,true
082589,Santa Maria d'Oló,42,Moianès,2025,1099,1077,1024,75,2.042711,1.423723,60.9912,71.6356,64.1845,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.1845,64.1845,100,,official,annual_trend_scale_adjusted,true
082592,Santa Maria de Palautordera,41,Vallès Oriental,2025,10080,10008,9630,450,0.719424,0.917585,49.0338,89.047,61.0378,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.0378,61.0378,100,,official,annual_trend_scale_adjusted,true
082606,Santa Perpètua de Mogoda,40,Vallès Occidental,2025,26130,25960,25999,131,0.654854,0.100571,29.7321,77.0335,43.9225,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,43.9225,43.9225,100,,official,annual_trend_scale_adjusted,true
082613,Santa Susanna,21,Maresme,2025,4099,4023,3548,551,1.889137,2.929263,96.5591,91.0229,94.8982,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,94.8982,94.8982,100,,official,annual_trend_scale_adjusted,true
082628,Sant Vicenç de Castellet,07,Bages,2025,10164,10131,9767,397,0.325733,0.800038,46.2568,87.8246,58.7271,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.7271,58.7271,100,,official,annual_trend_scale_adjusted,true
082634,Sant Vicenç dels Horts,11,Baix Llobregat,2025,28746,28568,28268,478,0.623075,0.335927,35.2923,89.6359,51.5954,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,51.5954,51.5954,100,,official,annual_trend_scale_adjusted,true
082649,Sant Vicenç de Montalt,21,Maresme,2025,6802,6712,6452,350,1.340882,1.062132,52.4487,86.5959,62.6929,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,62.6929,62.6929,100,,official,annual_trend_scale_adjusted,true
082652,Sant Vicenç de Torelló,24,Osona,2025,2117,2092,2058,59,1.195029,0.566908,40.7492,69.3243,49.3217,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,49.3217,49.3217,100,,official,annual_trend_scale_adjusted,true
082665,Cerdanyola del Vallès,40,Vallès Occidental,2025,58528,58100,57855,673,0.736661,0.231576,32.827,92.9753,50.8715,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,50.8715,50.8715,100,,official,annual_trend_scale_adjusted,true
082671,Sentmenat,40,Vallès Occidental,2025,9548,9553,9235,313,-0.05234,0.668849,43.1575,85.5067,55.8623,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,55.8623,55.8623,100,,official,annual_trend_scale_adjusted,true
082687,Cercs,14,Berguedà,2025,1236,1193,1150,86,3.604359,1.452821,61.6786,72.9573,65.0622,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,65.0622,65.0622,100,,official,annual_trend_scale_adjusted,true
082690,Seva,24,Osona,2025,3808,3798,3544,264,0.263296,1.447336,61.549,83.8478,68.2386,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,68.2386,68.2386,100,,official,annual_trend_scale_adjusted,true
082704,Sitges,17,Garraf,2025,32609,32405,29553,3056,0.629532,1.987555,74.3116,100,82.0181,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,82.0181,82.0181,100,,official,annual_trend_scale_adjusted,true
082711,Sobremunt,43,Lluçanès,2025,90,101,78,12,-10.891089,2.903366,95.9473,54.3704,83.4742,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,83.4742,83.4742,100,,official,annual_trend_scale_adjusted,true
082726,Sora,24,Osona,2025,225,219,212,13,2.739726,1.197395,55.6442,55.095,55.4794,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,55.4794,55.4794,100,,official,annual_trend_scale_adjusted,true
082732,Subirats,03,Alt Penedès,2025,3288,3281,3104,184,0.21335,1.158416,54.7234,80.334,62.4066,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,62.4066,62.4066,100,,official,annual_trend_scale_adjusted,true
082747,Súria,07,Bages,2025,6200,6090,5948,252,1.80624,0.833338,47.0435,83.3947,57.9489,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,57.9489,57.9489,100,,official,annual_trend_scale_adjusted,true
082750,Tavèrnoles,24,Osona,2025,354,341,322,32,3.812317,1.912975,72.5496,63.4788,69.8284,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,69.8284,69.8284,100,,official,annual_trend_scale_adjusted,true
082763,Tagamanent,41,Vallès Oriental,2025,328,339,318,10,-3.244838,0.621166,42.031,52.737,45.2428,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,45.2428,45.2428,100,,official,annual_trend_scale_adjusted,true
082779,Talamanca,07,Bages,2025,209,212,209,0,-1.415094,0,27.3561,29.2912,27.9366,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,27.9366,27.9366,100,,official,annual_trend_scale_adjusted,true
082785,Taradell,24,Osona,2025,6854,6844,6640,214,0.146113,0.636426,42.3915,81.8034,54.2151,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,54.2151,54.2151,100,,official,annual_trend_scale_adjusted,true
082798,Terrassa,40,Vallès Occidental,2025,233270,228708,223627,9643,1.994683,0.847917,47.3879,100,63.1715,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,63.1715,63.1715,100,,official,annual_trend_scale_adjusted,true
082802,Tavertet,24,Osona,2025,128,131,105,23,-2.290076,4.040908,100,60.3651,88.1095,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,88.1095,88.1095,100,,official,annual_trend_scale_adjusted,true
082819,Teià,21,Maresme,2025,6898,6818,6427,471,1.173365,1.424524,61.0101,89.492,69.5547,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,69.5547,69.5547,100,,official,annual_trend_scale_adjusted,true
082824,Tiana,21,Maresme,2025,9331,9305,8945,386,0.27942,0.848529,47.4024,87.5506,59.4469,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,59.4469,59.4469,100,,official,annual_trend_scale_adjusted,true
082830,Tona,24,Osona,2025,8527,8511,8356,171,0.187992,0.405977,36.9472,79.6216,49.7495,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,49.7495,49.7495,100,,official,annual_trend_scale_adjusted,true
082845,Tordera,21,Maresme,2025,19039,18780,17519,1520,1.379127,1.677993,66.9982,100,76.8987,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,76.8987,76.8987,100,,official,annual_trend_scale_adjusted,true
082858,Torelló,24,Osona,2025,15334,15093,14400,934,1.596767,1.26482,57.2371,96.1757,68.9187,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,68.9187,68.9187,100,,official,annual_trend_scale_adjusted,true
082861,la Torre de Claramunt,06,Anoia,2025,4158,4122,3741,417,0.873362,2.13612,77.8214,88.304,80.9662,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,80.9662,80.9662,100,,official,annual_trend_scale_adjusted,true
082877,Torrelavit,03,Alt Penedès,2025,1572,1509,1422,150,4.17495,2.025936,75.2183,78.3484,76.1573,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,76.1573,76.1573,100,,official,annual_trend_scale_adjusted,true
082883,Torrelles de Foix,03,Alt Penedès,2025,2746,2657,2398,348,3.349642,2.747265,92.2595,86.54,90.5436,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,90.5436,90.5436,100,,official,annual_trend_scale_adjusted,true
082896,Torrelles de Llobregat,11,Baix Llobregat,2025,6170,6155,6073,97,0.243704,0.317425,34.8552,74.1214,46.6351,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,46.6351,46.6351,100,,official,annual_trend_scale_adjusted,true
082900,Ullastrell,40,Vallès Occidental,2025,2171,2176,2089,82,-0.229779,0.773021,45.6185,72.4971,53.6821,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,53.6821,53.6821,100,,official,annual_trend_scale_adjusted,true
082917,Vacarisses,40,Vallès Occidental,2025,7729,7563,6832,897,2.194896,2.497929,86.369,95.7809,89.1926,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,89.1926,89.1926,100,,official,annual_trend_scale_adjusted,true
082922,Vallbona d'Anoia,06,Anoia,2025,1424,1406,1357,67,1.280228,0.968529,50.2373,70.5481,56.3305,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,56.3305,56.3305,100,,official,annual_trend_scale_adjusted,true
082938,Vallcebre,14,Berguedà,2025,260,271,249,11,-4.059041,0.868323,47.87,53.5878,49.5853,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,49.5853,49.5853,100,,official,annual_trend_scale_adjusted,true
082943,Vallgorguina,41,Vallès Oriental,2025,3261,3198,2988,273,1.969981,1.76397,69.0294,84.1744,73.5729,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,73.5729,73.5729,100,,official,annual_trend_scale_adjusted,true
082956,Vallirana,11,Baix Llobregat,2025,16245,15985,15312,933,1.626525,1.189991,55.4693,96.1652,67.6781,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,67.6781,67.6781,100,,official,annual_trend_scale_adjusted,true
082969,Vallromanes,41,Vallès Oriental,2025,2778,2742,2558,220,1.31291,1.6638,66.6629,82.0725,71.2858,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,71.2858,71.2858,100,,official,annual_trend_scale_adjusted,true
082975,Veciana,06,Anoia,2025,168,172,175,-7,-2.325581,-0.813116,8.1465,8.9592,8.3903,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,8.3903,8.3903,100,,official,annual_trend_scale_adjusted,true
082981,Vic,24,Osona,2025,50796,49530,47630,3166,2.556027,1.295415,57.9599,100,70.5719,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,70.5719,70.5719,100,,official,annual_trend_scale_adjusted,true
