municipality_code,municipality_name,comarca_code,comarca_name,reference_period,resident_population,non_resident_present,resident_absent,population_etca,population_etca_pct,etca_pressure,hut_count,hut_per_1000,hotel_count,rural_count,camping_count,tourist_establishments_count,tourist_establishments_per_1000,ieet_available,ieet_total_eur,ieet_hut_eur,ieet_eur_per_resident,etca_score,hut_density_score,tourist_supply_score,ieet_score,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
252311,Torrelameu,23,Noguera,2024,,,,,,,1,1.22549,0,0,0,1,1.22549,false,,,,,1.2529,0.6522,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
252326,Torres de Segre,33,Segrià,2024,2268,97,-275,2091,92.2,0.921958,2,0.881834,1,0,0,3,1.322751,false,,,,9.0506,0.9016,0.7223,,5.3477,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.3477,5.3477,100,,official,default,true
252332,Torre-serona,33,Segrià,2024,,,,,,,0,0,0,0,0,0,0,false,,,,,0,0,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
252347,Tremp,25,Pallars Jussà,2024,6056,1064,-707,6414,105.9,1.059115,95,15.686922,5,3,1,104,17.173052,false,,,,29.2795,16.0377,12.1474,,22.5426,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,22.5426,22.5426,100,,official,default,true
252385,Vallbona de les Monges,38,Urgell,2024,,,,,,,6,26.785714,2,0,0,8,35.714286,false,,,,,27.3848,25.512,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
252398,les Valls de Valira,04,Alt Urgell,2024,,,,,,,20,23.584906,7,11,1,39,45.990566,false,,,,,24.1124,32.9193,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
252402,Vallfogona de Balaguer,23,Noguera,2024,2016,203,-343,1876,93.1,0.930556,6,2.97619,0,0,0,6,2.97619,false,,,,10.3187,3.0428,1.9141,,6.8188,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,6.8188,6.8188,100,,official,default,true
252424,Verdú,38,Urgell,2024,,,,,,,3,3.432494,0,0,0,3,3.432494,false,,,,,3.5093,2.243,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
252430,Vielha e Mijaran,39,Val d'Aran,2024,5793,2482,-848,7427,128.2,1.282065,305,52.64975,53,9,2,369,63.697566,false,,,,62.1617,53.8272,45.6826,,56.7823,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,56.7823,56.7823,100,,official,default,true
252445,Vilagrassa,38,Urgell,2024,,,,,,,0,0,1,3,0,4,6.379585,false,,,,,0,4.3673,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
252458,Vilaller,05,Alta Ribagorça,2024,,,,,,,31,62.374245,5,7,0,43,86.519115,false,,,,,63.7692,62.1326,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
252477,Vilamòs,39,Val d'Aran,2024,,,,,,,12,68.965517,0,2,3,17,97.701149,false,,,,,70.5079,70.1927,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
252483,Vilanova de Bellpuig,27,Pla d'Urgell,2024,1168,55,-165,1058,90.6,0.905822,2,1.712329,0,1,0,3,2.568493,false,,,,6.6708,1.7506,1.6203,,4.4306,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,4.4306,4.4306,100,,official,default,true
252496,Vilanova de l'Aguda,23,Noguera,2024,,,,,,,3,15.463918,0,5,0,8,41.237113,false,,,,,15.8098,29.4929,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
252509,Vilanova de Meià,23,Noguera,2024,,,,,,,10,20.920502,1,3,0,14,29.288703,false,,,,,21.3884,20.8804,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
252516,Vilanova de Segrià,33,Segrià,2024,1057,18,-179,896,84.8,0.847682,1,0.946074,0,0,0,1,0.946074,false,,,,0,0.9672,0.4508,,0.332,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,0.332,0.332,100,,official,default,true
252521,Vila-sana,27,Pla d'Urgell,2024,,,,,,,5,6.6313,0,0,0,5,6.6313,false,,,,,6.7796,4.5488,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
252537,el Vilosell,18,Garrigues,2024,,,,,,,8,44.94382,1,3,0,12,67.41573,false,,,,,45.949,48.3627,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
252542,Vilanova de la Barca,33,Segrià,2024,1100,76,-164,1011,91.9,0.919091,0,0,2,0,1,3,2.727273,false,,,,8.6278,0,1.7347,,5.0922,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.0922,5.0922,100,,official,default,true
252555,Vinaixa,18,Garrigues,2024,,,,,,,7,16.091954,0,0,0,7,16.091954,false,,,,,16.4518,11.3681,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
259010,Vall de Cardós,26,Pallars Sobirà,2024,,,,,,,22,56.265985,5,4,3,34,86.956522,false,,,,,57.5243,62.4479,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
259025,Sant Martí de Riucorb,38,Urgell,2024,,,,,,,9,13.333333,0,2,0,11,16.296296,false,,,,,13.6315,11.5154,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
259031,la Guingueta d'Àneu,26,Pallars Sobirà,2024,,,,,,,31,112.318841,3,3,2,39,141.304348,false,,,,,100,100,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
259046,Castell de Mur,25,Pallars Jussà,2024,,,,,,,12,75.471698,2,5,0,19,119.496855,false,,,,,77.1596,85.9032,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
259059,Ribera d'Ondara,32,Segarra,2024,,,,,,,6,13.761468,0,2,0,8,18.348624,false,,,,,14.0692,12.9947,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
259062,les Valls d'Aguilar,04,Alt Urgell,2024,,,,,,,10,38.610039,0,12,0,22,84.942085,false,,,,,39.4735,60.9959,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
259078,Torrefeta i Florejacs,32,Segarra,2024,,,,,,,6,10.118044,0,8,0,14,23.608769,false,,,,,10.3443,16.7863,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
259084,Fígols i Alinyà,04,Alt Urgell,2024,,,,,,,8,34.042553,1,2,0,11,46.808511,false,,,,,34.8039,33.5089,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
259097,la Vansa i Fórnols,04,Alt Urgell,2024,,,,,,,1,5.291005,1,9,1,12,63.492063,false,,,,,5.4093,45.5345,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
259101,Josa i Tuixén,04,Alt Urgell,2024,,,,,,,5,45.454545,1,4,0,10,90.909091,false,,,,,46.4711,65.2969,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
259118,els Plans de Sió,32,Segarra,2024,,,,,,,4,7.8125,0,3,0,7,13.671875,false,,,,,7.9872,9.6237,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
259123,Gimenells i el Pla de la Font,33,Segrià,2024,1095,34,-143,986,90,0.900457,0,0,0,0,0,0,0,false,,,,5.8795,0,0,,3.2337,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,3.2337,3.2337,100,,official,default,true
259139,Riu de Cerdanya,15,Cerdanya,2024,,,,,,,6,62.5,1,0,0,7,72.916667,false,,,,,63.8978,52.3278,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430017,Aiguamúrcia,01,Alt Camp,2024,965,182,-132,1015,105.2,1.051813,17,17.61658,2,18,0,37,38.341969,false,,,,28.2027,18.0106,27.4061,,25.4954,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,25.4954,25.4954,100,,official,default,true
430022,Albinyana,12,Baix Penedès,2024,2678,104,-349,2433,90.9,0.908514,9,3.360717,1,1,0,11,4.107543,false,,,,7.0678,3.4359,2.7296,,5.2922,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.2922,5.2922,100,,official,default,true
430038,l'Albiol,08,Baix Camp,2024,,,,,,,6,10.791367,0,5,0,11,19.784173,false,,,,,11.0327,14.0295,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430043,Alcanar,22,Montsià,2024,9871,1408,-1234,10046,101.8,1.017729,487,49.33644,4,7,3,501,50.754736,false,,,,23.1756,50.4398,36.3533,,32.6272,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,32.6272,32.6272,100,,official,default,true
430056,Alcover,01,Alt Camp,2024,5334,392,-620,5106,95.7,0.957255,10,1.874766,1,4,0,15,2.812148,false,,,,14.2566,1.9167,1.7959,,8.6795,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,8.6795,8.6795,100,,official,default,true
430069,Aldover,09,Baix Ebre,2024,,,,,,,9,9.89011,0,3,0,12,13.186813,false,,,,,10.1113,9.274,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430075,l'Aleixar,08,Baix Camp,2024,,,,,,,4,3.898635,0,3,0,7,6.822612,false,,,,,3.9858,4.6867,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430081,Alfara de Carles,09,Baix Ebre,2024,,,,,,,17,47.887324,1,3,0,21,59.15493,false,,,,,48.9583,42.4083,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430094,Alforja,08,Baix Camp,2024,2027,119,-302,1845,91,0.910212,28,13.813518,0,4,0,32,15.786877,false,,,,7.3183,14.1224,11.1482,,9.7853,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,9.7853,9.7853,100,,official,default,true
430108,Alió,01,Alt Camp,2024,,,,,,,0,0,0,0,0,0,0,false,,,,,0,0,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430115,Almoster,08,Baix Camp,2024,1338,38,-277,1098,82.1,0.820628,7,5.231689,0,0,0,7,5.231689,false,,,,0,5.3487,3.5399,,2.0452,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,2.0452,2.0452,100,,official,default,true
430120,Altafulla,36,Tarragonès,2024,5809,2844,-1015,7638,131.5,1.314856,337,58.013427,7,0,2,346,59.562747,false,,,,66.998,59.3109,42.7022,,60.2171,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,60.2171,60.2171,100,,official,default,true
430136,l'Ametlla de Mar,09,Baix Ebre,2024,7347,3486,-659,10174,138.5,1.384783,1792,243.909079,5,2,2,1801,245.134068,false,,,,77.3113,100,100,,87.5212,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,87.5212,87.5212,100,,official,default,true
430141,Amposta,22,Montsià,2024,22623,2448,-2095,22977,101.6,1.015648,212,9.370994,8,13,2,235,10.387659,false,,,,22.8687,9.5806,7.2564,,16.4242,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,16.4242,16.4242,100,,official,default,true
430154,Arbolí,08,Baix Camp,2024,,,,,,,10,72.463768,1,0,0,11,79.710145,false,,,,,74.0844,57.2246,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430167,l'Arboç,12,Baix Penedès,2024,5745,1196,-732,6208,108.1,1.080592,8,1.392515,1,0,0,9,1.56658,false,,,,32.4471,1.4237,0.8981,,18.3815,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,18.3815,18.3815,100,,official,default,true
430173,l'Argentera,08,Baix Camp,2024,,,,,,,3,21.582734,0,3,0,6,43.165468,false,,,,,22.0654,30.8829,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430189,Arnes,37,Terra Alta,2024,,,,,,,23,50,3,5,1,32,69.565217,false,,,,,51.1182,49.9121,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430192,Ascó,30,Ribera d'Ebre,2024,1609,340,-199,1750,108.8,1.087632,2,1.243008,0,0,0,2,1.243008,false,,,,33.4854,1.2708,0.6648,,18.8676,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,18.8676,18.8676,100,,official,default,true
430206,Banyeres del Penedès,12,Baix Penedès,2024,3340,302,-617,3025,90.6,0.905689,17,5.08982,2,5,0,24,7.185629,false,,,,6.6512,5.2037,4.9483,,5.9487,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.9487,5.9487,100,,official,default,true
430213,Barberà de la Conca,16,Conca de Barberà,2024,,,,,,,6,12.345679,0,2,0,8,16.460905,false,,,,,12.6218,11.634,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430228,Batea,37,Terra Alta,2024,1881,83,-156,1808,96.1,0.961191,5,2.658161,2,2,0,9,4.784689,false,,,,14.837,2.7176,3.2177,,9.4833,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,9.4833,9.4833,100,,official,default,true
430234,Bellmunt del Priorat,29,Priorat,2024,,,,,,,1,3.472222,1,1,0,3,10.416667,false,,,,,3.5499,7.2773,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430249,Bellvei,12,Baix Penedès,2024,2409,556,-339,2627,109,1.090494,18,7.47198,0,0,0,18,7.47198,false,,,,33.9075,7.6391,5.1547,,21.5898,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,21.5898,21.5898,100,,official,default,true
430252,Benifallet,09,Baix Ebre,2024,,,,,,,17,24.011299,2,7,0,26,36.723164,false,,,,,24.5483,26.2392,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430265,Benissanet,30,Ribera d'Ebre,2024,1192,122,-154,1160,97.3,0.973154,8,6.711409,2,4,0,14,11.744966,false,,,,16.6015,6.8615,8.2347,,12.4931,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,12.4931,12.4931,100,,official,default,true
430271,la Bisbal de Montsant,29,Priorat,2024,,,,,,,5,23.364486,0,5,0,10,46.728972,false,,,,,23.887,33.4515,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430287,la Bisbal del Penedès,12,Baix Penedès,2024,4183,970,-528,4626,110.6,1.105905,31,7.410949,0,1,0,32,7.650012,false,,,,36.1804,7.5767,5.2831,,22.85,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,22.85,22.85,100,,official,default,true
430290,Blancafort,16,Conca de Barberà,2024,,,,,,,3,7.653061,0,0,0,3,7.653061,false,,,,,7.8242,5.2853,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430304,Bonastre,12,Baix Penedès,2024,,,,,,,5,6.426735,0,1,0,6,7.712082,false,,,,,6.5705,5.3278,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430311,les Borges del Camp,08,Baix Camp,2024,2256,227,-317,2166,96,0.960106,11,4.875887,0,0,0,11,4.875887,false,,,,14.6771,4.9849,3.2835,,9.9753,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,9.9753,9.9753,100,,official,default,true
430326,Bot,37,Terra Alta,2024,,,,,,,13,23.853211,2,3,1,19,34.862385,false,,,,,24.3867,24.898,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430332,Botarell,08,Baix Camp,2024,1170,221,-227,1164,99.5,0.994872,11,9.401709,2,0,0,13,11.111111,false,,,,19.8045,9.612,7.7779,,14.8511,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,14.8511,14.8511,100,,official,default,true
430347,Bràfim,01,Alt Camp,2024,,,,,,,0,0,0,1,0,1,1.41844,false,,,,,0,0.7913,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430350,Cabacés,29,Priorat,2024,,,,,,,3,10.169492,0,0,0,3,10.169492,false,,,,,10.3969,7.0991,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430363,Cabra del Camp,01,Alt Camp,2024,1325,146,-196,1275,96.2,0.962264,9,6.792453,0,1,0,10,7.54717,false,,,,14.9953,6.9444,5.2089,,11.0253,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,11.0253,11.0253,100,,official,default,true
430379,Calafell,12,Baix Penedès,2024,31567,12270,-3886,39951,126.6,1.265594,1697,53.758672,10,0,0,1707,54.075459,false,,,,59.7325,54.9609,38.7469,,54.3425,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,54.3425,54.3425,100,,official,default,true
430385,Cambrils,08,Baix Camp,2024,36686,17849,-4880,49656,135.4,1.353541,3765,102.627705,27,1,4,3797,103.499973,false,,,,72.7035,100,74.3725,,79.8614,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,79.8614,79.8614,100,,official,default,true
430398,Capafonts,08,Baix Camp,2024,,,,,,,9,89.108911,1,5,0,15,148.514851,false,,,,,91.1018,100,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430402,Capçanes,29,Priorat,2024,,,,,,,4,8.96861,0,1,0,5,11.210762,false,,,,,9.1692,7.8497,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430419,Caseres,37,Terra Alta,2024,,,,,,,5,20,1,4,0,10,40,false,,,,,20.4473,28.6012,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430424,Castellvell del Camp,08,Baix Camp,2024,2991,87,-547,2532,84.7,0.84654,12,4.012036,0,0,0,12,4.012036,false,,,,0,4.1018,2.6608,,1.5576,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,1.5576,1.5576,100,,official,default,true
430430,el Catllar,36,Tarragonès,2024,5215,402,-998,4619,88.6,0.885714,40,7.670182,0,3,0,43,8.245446,false,,,,3.7052,7.8417,5.7123,,5.1407,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.1407,5.1407,100,,official,default,true
430445,la Sénia,22,Montsià,2024,5618,193,-534,5277,93.9,0.939302,10,1.779993,2,0,0,12,2.135991,false,,,,11.6087,1.8198,1.3085,,7.1014,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,7.1014,7.1014,100,,official,default,true
430458,Colldejou,08,Baix Camp,2024,,,,,,,6,38.216561,1,1,0,8,50.955414,false,,,,,39.0712,36.498,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430461,Conesa,16,Conca de Barberà,2024,,,,,,,1,8.849558,0,3,0,4,35.39823,false,,,,,9.0475,25.2842,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
430477,Constantí,36,Tarragonès,2024,6921,1711,-907,7725,111.6,1.116168,8,1.155902,0,0,0,8,1.155902,false,,,,37.6941,1.1818,0.6021,,21.1476,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,21.1476,21.1476,100,,official,default,true
430483,Corbera d'Ebre,37,Terra Alta,2024,1016,26,-132,910,89.6,0.895669,12,11.811024,0,2,0,14,13.779528,false,,,,5.1734,12.0752,9.7013,,7.8044,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,7.8044,7.8044,100,,official,default,true
